model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.14,1.57,pi3,0.05,0.939787015097708,0.985177146594265,0.03,0.79,rbf,1,True,0.04472496112187704
pi3,SVR(),0.99,0.09,1.56,pi2,0.04,0.9427827961291111,0.9918703945101083,0.03,0.71,rbf,1,True,0.04472496112187704
pi3,SVR(),0.99,0.09,1.56,pi4,0.1,0.8811400862171936,0.9597640230446076,0.05,0.31,rbf,1,True,0.04472496112187704
pi4,SVR(C=10),0.96,0.16,1.73,pi3,0.01,0.9483844447594787,0.985177146594265,0.05,0.93,rbf,1,True,0.04472496112187704
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.04,1.36,pi3,0.04,0.9472668675888171,0.9506476631384121,0.03,0.79,linear,1,True,0.04472496112187704
pi3,"SVR(C=0.1, kernel='linear')",0.95,0.06,1.51,pi2,0.03,0.9847376611734998,0.9889312845369089,0.03,0.71,linear,1,True,0.04472496112187704
pi3,"SVR(C=0.1, kernel='linear')",0.95,0.06,1.51,pi4,0.03,0.9246858698065039,0.921300980756749,0.05,0.31,linear,1,True,0.04472496112187704
pi4,SVR(kernel='linear'),0.92,0.08,1.45,pi3,0.03,0.9476050850585438,0.9506476631384121,0.05,0.93,linear,1,True,0.04472496112187704
pi2,SVR(),0.85,0.1,1.18,pi3,0.7,0.14198966318296902,0.5194076898151678,0.03,0.35,rbf,2,True,0.034853617350260414
pi3,"SVR(C=1, epsilon=0.5)",0.52,0.03,1.71,pi2,0.98,-0.46019496552343075,0.8462007827913393,0.03,0.82,rbf,2,True,0.034853617350260414
pi3,"SVR(C=1, epsilon=0.5)",0.52,0.03,1.71,pi5,0.52,-0.0044668042716591305,0.3563094508829463,0.03,0.78,rbf,2,True,0.034853617350260414
pi5,"SVR(C=1, epsilon=0.5)",0.36,0.01,1.55,pi3,0.2,0.1573318442727536,0.5194076898151678,0.03,0.85,rbf,2,True,0.034853617350260414
pi2,"SVR(C=0.1, kernel='linear')",0.8,0.03,1.15,pi3,0.65,0.15186065022277195,0.3816631077454795,0.03,0.35,linear,2,True,0.034853617350260414
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.38,0.01,1.39,pi2,0.63,-0.2442745635976007,0.8015844216029231,0.03,0.82,linear,2,True,0.034853617350260414
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.38,0.01,1.39,pi5,0.15,0.23083061208102262,0.2506709655617628,0.03,0.78,linear,2,True,0.034853617350260414
pi5,"SVR(C=0.01, kernel='linear')",0.25,0.05,1.8,pi3,0.11,0.36019271351769044,0.3816631077454795,0.03,0.85,linear,2,True,0.034853617350260414
pi2,SVR(C=10),0.97,0.03,0.79,pi4,0.01,0.9788671309612634,0.9878437821067549,0.02,0.97,rbf,3,True,0.01812693476676941
pi4,SVR(),0.99,0.02,0.75,pi2,0.03,0.959499781823842,0.9654583162404906,0.02,0.77,rbf,3,True,0.01812693476676941
pi2,"SVR(C=10, kernel='linear')",0.96,0.03,0.71,pi4,0.02,0.9849786560919637,0.9848873959065202,0.02,0.97,linear,3,True,0.01812693476676941
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.69,pi2,0.02,0.9629013948677425,0.9636454297514973,0.02,0.77,linear,3,True,0.01812693476676941
