model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.62,pi3,0.08,0.9119648273004612,0.9802010398202525,0.04,0.72,rbf,1,True,0.0485306183497111
pi3,SVR(C=10),0.98,0.16,1.9,pi2,0.04,0.9369792460822213,0.9913716868709628,0.04,0.66,rbf,1,True,0.0485306183497111
pi3,SVR(C=10),0.98,0.16,1.9,pi4,0.07,0.9146473859878015,0.9606743891935154,0.04,0.34,rbf,1,True,0.0485306183497111
pi4,SVR(C=10),0.96,0.13,1.56,pi3,0.01,0.9498798420911876,0.9802010398202525,0.04,1.0,rbf,1,True,0.0485306183497111
pi2,SVR(kernel='linear'),0.99,0.06,1.43,pi3,0.06,0.9268449482685993,0.9256575252452524,0.04,0.72,linear,1,True,0.0485306183497111
pi3,"SVR(C=10, kernel='linear')",0.93,0.17,1.84,pi2,0.06,0.9849351083288684,0.9879071609642811,0.04,0.66,linear,1,True,0.0485306183497111
pi3,"SVR(C=10, kernel='linear')",0.93,0.17,1.84,pi4,0.01,0.9178638008663749,0.9104721847003812,0.04,0.34,linear,1,True,0.0485306183497111
pi4,SVR(kernel='linear'),0.91,0.07,1.68,pi3,0.01,0.9183976192654175,0.9256575252452524,0.04,1.0,linear,1,True,0.0485306183497111
pi2,SVR(C=10),0.82,0.06,0.93,pi3,0.64,0.18857505371857675,0.5868843168876497,0.03,0.36,rbf,2,True,0.03808025519053141
pi3,"SVR(C=1, epsilon=0.5)",0.59,0.02,1.4,pi2,1.55,-0.9668424997269189,0.8238888081897696,0.03,0.85,rbf,2,True,0.03808025519053141
pi3,"SVR(C=1, epsilon=0.5)",0.59,0.02,1.4,pi5,0.45,0.14075696547649208,0.32262350397910344,0.04,0.81,rbf,2,True,0.03808025519053141
pi5,"SVR(C=1, epsilon=0.5)",0.32,0.01,1.34,pi3,0.05,0.2699539218784467,0.5868843168876497,0.04,0.86,rbf,2,True,0.03808025519053141
pi2,"SVR(C=10, kernel='linear')",0.78,0.39,2.3,pi3,0.55,0.22789139942577352,0.43115408132876576,0.03,0.36,linear,2,True,0.03808025519053141
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.04,1.52,pi2,0.49,-0.05861099536936476,0.7770348768911282,0.03,0.85,linear,2,True,0.03808025519053141
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.04,1.52,pi5,0.15,0.2811645209875244,0.28382846466475165,0.04,0.81,linear,2,True,0.03808025519053141
pi5,"SVR(C=0.01, kernel='linear')",0.28,0.03,1.42,pi3,0.14,0.42496146982945804,0.43115408132876576,0.04,0.86,linear,2,True,0.03808025519053141
pi2,SVR(C=10),0.96,0.04,0.85,pi4,0.02,0.9748558224809509,0.9894487169075732,0.02,0.95,rbf,3,True,0.03375244140625
pi4,SVR(),0.99,0.02,0.74,pi2,0.04,0.9532073970604041,0.9591042798516096,0.02,0.74,rbf,3,True,0.03375244140625
pi2,"SVR(C=10, kernel='linear')",0.96,0.03,0.69,pi4,0.03,0.9869520139023963,0.9866305081424036,0.02,0.95,linear,3,True,0.03375244140625
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.68,pi2,0.03,0.9600006836747144,0.9604731848416526,0.02,0.74,linear,3,True,0.03375244140625
