model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.14,1.53,pi3,0.08,0.912896806650077,0.9807045669597731,0.04,0.71,rbf,1,True,0.05430189768473307
pi3,SVR(C=10),0.98,0.15,1.68,pi2,0.05,0.934065102575214,0.990403215828274,0.04,0.71,rbf,1,True,0.05430189768473307
pi3,SVR(C=10),0.98,0.15,1.68,pi4,0.07,0.9128883032941402,0.9611590747409178,0.04,0.29,rbf,1,True,0.05430189768473307
pi4,SVR(C=10),0.96,0.18,1.81,pi3,0.03,0.9325417566826038,0.9807045669597731,0.04,0.9,rbf,1,True,0.05430189768473307
pi2,SVR(kernel='linear'),0.99,0.06,1.51,pi3,0.06,0.9292876107204529,0.9301562683388154,0.04,0.71,linear,1,True,0.05430189768473307
pi3,SVR(kernel='linear'),0.93,0.09,1.9,pi2,0.06,0.9858367268903437,0.9865715521351052,0.04,0.71,linear,1,True,0.05430189768473307
pi3,SVR(kernel='linear'),0.93,0.09,1.9,pi4,0.01,0.9197131275895207,0.911623530915307,0.04,0.29,linear,1,True,0.05430189768473307
pi4,SVR(kernel='linear'),0.91,0.14,1.95,pi3,0.01,0.9213358979578566,0.9301562683388154,0.04,0.9,linear,1,True,0.05430189768473307
pi2,SVR(),0.8,0.07,1.0,pi3,0.33,0.4676996793285907,0.7748144779553497,0.03,0.33,rbf,2,True,0.04403738180796305
pi3,SVR(C=10),0.77,0.16,1.77,pi2,7.02,-6.249079760532889,0.7970053807004607,0.03,0.85,rbf,2,True,0.04403738180796305
pi2,SVR(kernel='linear'),0.73,0.04,1.04,pi3,0.25,0.4787563930746076,0.6518279555565187,0.03,0.33,linear,2,True,0.04403738180796305
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.65,0.02,1.5,pi2,0.51,0.14428332823980428,0.7260055548424089,0.03,0.85,linear,2,True,0.04403738180796305
pi2,SVR(C=10),0.96,0.03,0.86,pi4,0.02,0.9843552951891524,0.9889621530370186,0.02,0.98,rbf,3,True,0.01539921760559082
pi4,SVR(C=10),0.99,0.03,0.77,pi2,0.03,0.959444470158126,0.9631646724913223,0.02,0.76,rbf,3,True,0.01539921760559082
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.69,pi4,0.02,0.9850450470452488,0.9859159840416668,0.02,0.98,linear,3,True,0.01539921760559082
pi4,SVR(kernel='linear'),0.99,0.01,0.64,pi2,0.02,0.9638406104450054,0.9636406566645463,0.02,0.76,linear,3,True,0.01539921760559082
