model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.55,pi3,0.07,0.9200780631507071,0.9789089873372885,0.04,0.77,rbf,1,True,0.0548171599706014
pi3,SVR(),0.98,0.16,1.94,pi2,0.05,0.931772926628551,0.9913281581857308,0.04,0.64,rbf,1,True,0.0548171599706014
pi3,SVR(),0.98,0.16,1.94,pi4,0.06,0.9165030642937612,0.9605002967064734,0.05,0.34,rbf,1,True,0.0548171599706014
pi4,SVR(C=10),0.96,0.12,1.51,pi3,0.02,0.9414396424043506,0.9789089873372885,0.05,0.95,rbf,1,True,0.0548171599706014
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.04,1.44,pi3,0.06,0.929204397276497,0.9290338202999742,0.04,0.77,linear,1,True,0.0548171599706014
pi3,"SVR(C=10, kernel='linear')",0.93,0.22,2.06,pi2,0.06,0.9879332341330076,0.9883034191758079,0.04,0.64,linear,1,True,0.0548171599706014
pi3,"SVR(C=10, kernel='linear')",0.93,0.22,2.06,pi4,0.01,0.9191335938834401,0.9127186927560524,0.05,0.34,linear,1,True,0.0548171599706014
pi4,"SVR(C=10, kernel='linear')",0.91,0.25,1.82,pi3,0.01,0.9245218970821689,0.9290338202999742,0.05,0.95,linear,1,True,0.0548171599706014
pi2,"SVR(C=10, epsilon=1)",0.33,0.02,1.52,pi3,0.12,0.4506024311704564,0.6905491261708886,0.02,0.37,rbf,2,True,0.034380197525024414
pi3,SVR(C=10),0.69,0.12,1.61,pi2,0.94,-0.24515053212502447,0.3264524078506512,0.02,0.67,rbf,2,True,0.034380197525024414
pi3,SVR(C=10),0.69,0.12,1.61,pi5,0.96,-0.2732792059339675,0.32899611893096226,0.03,0.8,rbf,2,True,0.034380197525024414
pi5,SVR(C=10),0.33,0.09,1.52,pi3,0.02,0.3461829281133588,0.6905491261708886,0.03,0.89,rbf,2,True,0.034380197525024414
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.25,0.01,2.02,pi3,0.1,0.3466905042698446,0.40311879049244137,0.02,0.37,linear,2,True,0.034380197525024414
pi3,SVR(kernel='linear'),0.4,0.05,1.32,pi2,0.15,0.25439067170522256,0.24617052175875775,0.02,0.67,linear,2,True,0.034380197525024414
pi3,SVR(kernel='linear'),0.4,0.05,1.32,pi5,0.14,0.2631842426992832,0.2759016049950317,0.03,0.8,linear,2,True,0.034380197525024414
pi5,"SVR(C=0.01, kernel='linear')",0.28,0.03,2.5,pi3,0.09,0.3648887032409108,0.40311879049244137,0.03,0.89,linear,2,True,0.034380197525024414
