model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.39,pi3,0.08,0.9154110853228083,0.9818902675984322,0.04,0.74,rbf,1,True,0.047323405742645264
pi3,SVR(C=0.1),0.98,0.13,1.97,pi2,0.05,0.9350536919450003,0.991660448380345,0.04,0.69,rbf,1,True,0.047323405742645264
pi3,SVR(C=0.1),0.98,0.13,1.97,pi4,0.07,0.910856056427825,0.962492405568009,0.04,0.37,rbf,1,True,0.047323405742645264
pi4,SVR(C=10),0.96,0.14,1.61,pi3,0.01,0.9478344479056984,0.9818902675984322,0.04,0.96,rbf,1,True,0.047323405742645264
pi2,SVR(kernel='linear'),0.99,0.06,1.33,pi3,0.06,0.9294592032416309,0.9292710787779491,0.04,0.74,linear,1,True,0.047323405742645264
pi3,"SVR(C=10, kernel='linear')",0.93,0.19,1.82,pi2,0.06,0.9846511459010892,0.9879402255382171,0.04,0.69,linear,1,True,0.047323405742645264
pi3,"SVR(C=10, kernel='linear')",0.93,0.19,1.82,pi4,0.0,0.9287409749103818,0.9253828734250071,0.04,0.37,linear,1,True,0.047323405742645264
pi4,SVR(kernel='linear'),0.93,0.08,1.84,pi3,0.0,0.9248120794608599,0.9292710787779491,0.04,0.96,linear,1,True,0.047323405742645264
pi2,"SVR(C=0.1, epsilon=0.5)",0.3,0.02,1.34,pi3,0.18,0.47784232429209794,0.8009944849503837,0.03,0.34,rbf,2,True,0.04984446366628011
pi3,SVR(C=10),0.8,0.12,1.57,pi2,0.79,0.01574952967176635,0.301419901800384,0.03,0.78,rbf,2,True,0.04984446366628011
pi3,SVR(C=10),0.8,0.12,1.57,pi5,1.01,-0.20588828306026818,0.427290684602333,0.05,0.79,rbf,2,True,0.04984446366628011
pi5,SVR(C=10),0.43,0.09,1.32,pi3,0.25,0.6804435792047541,0.8009944849503837,0.05,0.8,rbf,2,True,0.04984446366628011
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.25,0.04,1.68,pi3,0.38,0.6318271519135024,0.689483015202519,0.03,0.34,linear,2,True,0.04984446366628011
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.69,0.01,1.41,pi2,0.47,0.21477747706217798,0.24950787507108363,0.03,0.78,linear,2,True,0.04984446366628011
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.69,0.01,1.41,pi5,0.35,0.33889813329112906,0.36003757483072285,0.05,0.79,linear,2,True,0.04984446366628011
pi5,SVR(kernel='linear'),0.36,0.05,1.28,pi3,0.31,0.6729755509231614,0.689483015202519,0.05,0.8,linear,2,True,0.04984446366628011
pi2,SVR(C=10),0.96,0.04,0.84,pi4,0.02,0.9814554245322142,0.9869009067429935,0.02,0.98,rbf,3,True,0.03241610527038574
pi4,SVR(C=10),0.99,0.04,0.82,pi2,0.03,0.9569509034321159,0.9597190388916045,0.02,0.79,rbf,3,True,0.03241610527038574
pi2,SVR(kernel='linear'),0.96,0.01,0.75,pi4,0.02,0.9821811397132417,0.9833376304155258,0.02,0.98,linear,3,True,0.03241610527038574
pi4,SVR(kernel='linear'),0.98,0.02,0.77,pi2,0.02,0.9612680401910114,0.9611811820881235,0.02,0.79,linear,3,True,0.03241610527038574
