model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.64,pi3,0.06,0.9324693974772549,0.9827802374391472,0.03,0.8,rbf,1,True,0.04005535443623861
pi3,SVR(),0.98,0.12,1.72,pi2,0.05,0.9356930848599717,0.9908400786268654,0.03,0.67,rbf,1,True,0.04005535443623861
pi2,SVR(kernel='linear'),0.99,0.07,1.54,pi3,0.04,0.9432718342151089,0.9450459631453274,0.03,0.8,linear,1,True,0.04005535443623861
pi3,SVR(kernel='linear'),0.95,0.09,1.72,pi2,0.04,0.982515992085675,0.9867448692702674,0.03,0.67,linear,1,True,0.04005535443623861
pi2,SVR(),0.86,0.09,1.28,pi3,0.41,0.44880375698213637,0.6788498186736329,0.03,0.35,rbf,2,True,0.05050294101238251
pi2,SVR(),0.86,0.09,1.28,pi4,1.05,-0.18531563499008086,0.632113823550781,0.05,0.28,rbf,2,True,0.05050294101238251
pi3,"SVR(C=1, epsilon=0.5)",0.68,0.04,1.86,pi2,0.63,0.05089178728606958,0.8602286580008114,0.03,0.79,rbf,2,True,0.05050294101238251
pi4,SVR(),0.63,0.06,1.33,pi2,2.05,-1.4178736983394784,0.8602286580008114,0.05,0.68,rbf,2,True,0.05050294101238251
pi2,"SVR(C=10, kernel='linear')",0.8,0.13,1.29,pi3,0.39,0.40760116414241565,0.5915241661018562,0.03,0.35,linear,2,True,0.05050294101238251
pi2,"SVR(C=10, kernel='linear')",0.8,0.13,1.29,pi4,0.73,0.07346877383029138,0.08619497820023547,0.05,0.28,linear,2,True,0.05050294101238251
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.59,0.03,1.44,pi2,0.67,-0.08011837964778779,0.7990257522476977,0.03,0.79,linear,2,True,0.05050294101238251
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.09,0.01,1.63,pi2,0.41,0.4966407411676209,0.7990257522476977,0.05,0.68,linear,2,True,0.05050294101238251
