model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.43,pi3,0.06,0.9326593738254373,0.9814556727298374,0.03,0.74,rbf,1,True,0.04810218016306559
pi3,SVR(),0.98,0.08,1.6,pi2,0.03,0.9547296116694124,0.9925011459180334,0.03,0.65,rbf,1,True,0.04810218016306559
pi3,SVR(),0.98,0.08,1.6,pi4,0.06,0.9171580358114809,0.9618024834987348,0.05,0.3,rbf,1,True,0.04810218016306559
pi4,SVR(),0.96,0.11,1.9,pi3,0.0,0.9631991925441601,0.9814556727298374,0.05,0.96,rbf,1,True,0.04810218016306559
pi2,SVR(kernel='linear'),0.99,0.06,1.4,pi3,0.04,0.9468686979077894,0.9468970002818433,0.03,0.74,linear,1,True,0.04810218016306559
pi3,SVR(kernel='linear'),0.95,0.07,1.55,pi2,0.04,0.9890019218921887,0.9893704110417207,0.03,0.65,linear,1,True,0.04810218016306559
pi3,SVR(kernel='linear'),0.95,0.07,1.55,pi4,0.02,0.9281699646757078,0.9207693723566912,0.05,0.3,linear,1,True,0.04810218016306559
pi4,"SVR(C=10, kernel='linear')",0.92,0.23,1.94,pi3,0.02,0.9401971559872346,0.9468970002818433,0.05,0.96,linear,1,True,0.04810218016306559
pi2,"SVR(C=1, epsilon=0.5)",0.28,0.03,1.43,pi3,0.19,0.47485503150817576,0.7822299055426761,0.04,0.36,rbf,2,True,0.055159248411655426
pi2,"SVR(C=1, epsilon=0.5)",0.28,0.03,1.43,pi4,0.64,-0.36033965502841037,0.3875899922090551,0.06,0.19,rbf,2,True,0.055159248411655426
pi3,SVR(C=10),0.78,0.15,1.66,pi2,0.83,-0.04928016650894551,0.28299102837449885,0.04,0.74,rbf,2,True,0.055159248411655426
pi3,SVR(C=10),0.78,0.15,1.66,pi5,0.65,0.13042695803498394,0.9015449697463787,0.06,0.81,rbf,2,True,0.055159248411655426
pi4,"SVR(C=10, epsilon=0.5)",0.39,0.09,1.95,pi2,1.07,-0.6821476162087656,0.28299102837449885,0.06,0.67,rbf,2,True,0.055159248411655426
pi5,SVR(),0.9,0.06,1.2,pi3,0.2,0.6976681100624713,0.7822299055426761,0.06,0.83,rbf,2,True,0.055159248411655426
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.21,0.04,2.41,pi3,0.32,0.5227428743154312,0.6740743621561271,0.04,0.36,linear,2,True,0.055159248411655426
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.21,0.04,2.41,pi4,0.45,-0.2490647985953478,-0.01412422177857442,0.06,0.19,linear,2,True,0.055159248411655426
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.02,1.53,pi2,0.53,0.14647361911813317,0.20540564609492173,0.04,0.74,linear,2,True,0.055159248411655426
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.02,1.53,pi5,0.11,0.7821586806250048,0.7810097301232826,0.06,0.81,linear,2,True,0.055159248411655426
pi4,"SVR(C=0.01, epsilon=0.5, kernel='linear')",-0.01,0.04,4.13,pi2,0.01,-0.0023660897683976945,0.20540564609492173,0.06,0.67,linear,2,True,0.055159248411655426
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.78,0.01,1.26,pi3,0.17,0.6148539418798568,0.6740743621561271,0.06,0.83,linear,2,True,0.055159248411655426
pi2,SVR(C=10),0.97,0.04,0.92,pi4,0.01,0.9741657219695078,0.9859428561846592,0.02,0.97,rbf,3,True,0.020639359951019287
pi4,SVR(),0.99,0.02,0.75,pi2,0.03,0.9529509128898377,0.9677322429763802,0.02,0.75,rbf,3,True,0.020639359951019287
pi2,SVR(kernel='linear'),0.97,0.01,0.68,pi4,0.01,0.9817314618587563,0.9817073856374241,0.02,0.97,linear,3,True,0.020639359951019287
pi4,SVR(kernel='linear'),0.98,0.01,0.67,pi2,0.01,0.9678246729652967,0.9682436449117253,0.02,0.75,linear,3,True,0.020639359951019287
