model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.44,pi3,0.05,0.9448841604221577,0.9837256426305077,0.02,0.78,rbf,1,True,0.03929851452509562
pi3,SVR(C=10),0.98,0.13,1.5,pi2,0.03,0.9487297256097603,0.9910147832944031,0.02,0.63,rbf,1,True,0.03929851452509562
pi3,SVR(C=10),0.98,0.13,1.5,pi4,0.06,0.9218532307244682,0.9629851903795492,0.04,0.33,rbf,1,True,0.03929851452509562
pi4,SVR(C=10),0.96,0.17,1.73,pi3,0.02,0.9460894164222647,0.9837256426305077,0.04,0.91,rbf,1,True,0.03929851452509562
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.05,1.41,pi3,0.04,0.9503216195881854,0.9536418019909437,0.02,0.78,linear,1,True,0.03929851452509562
pi3,"SVR(C=10, kernel='linear')",0.95,0.14,1.54,pi2,0.03,0.9839360563419476,0.9879026337927661,0.02,0.63,linear,1,True,0.03929851452509562
pi3,"SVR(C=10, kernel='linear')",0.95,0.14,1.54,pi4,0.03,0.9261395931068859,0.9222405098530148,0.04,0.33,linear,1,True,0.03929851452509562
pi4,SVR(kernel='linear'),0.92,0.07,1.57,pi3,0.03,0.9497557507977056,0.9536418019909437,0.04,0.91,linear,1,True,0.03929851452509562
pi2,"SVR(C=1, epsilon=0.5)",0.3,0.02,1.32,pi3,0.01,0.2941210125795414,0.5603436250309102,0.02,0.35,rbf,2,True,0.036002000172932945
pi3,"SVR(C=10, epsilon=0.5)",0.56,0.04,1.43,pi2,0.15,0.4095212888128157,0.300257886130041,0.02,0.79,rbf,2,True,0.036002000172932945
pi3,"SVR(C=10, epsilon=0.5)",0.56,0.04,1.43,pi5,0.18,0.7394467955646267,0.9242756506607385,0.03,0.79,rbf,2,True,0.036002000172932945
pi5,SVR(),0.92,0.04,1.16,pi3,0.5,0.4269905436907072,0.5603436250309102,0.03,0.85,rbf,2,True,0.036002000172932945
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.24,0.01,1.79,pi3,0.11,0.34499969637339767,0.41235246774441436,0.02,0.35,linear,2,True,0.036002000172932945
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.41,0.03,1.51,pi2,0.19,0.22394932872521078,0.2372945501903918,0.02,0.79,linear,2,True,0.036002000172932945
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.41,0.03,1.51,pi5,0.39,0.8060558772108144,0.8007899915191536,0.03,0.79,linear,2,True,0.036002000172932945
pi5,SVR(kernel='linear'),0.8,0.05,1.34,pi3,0.39,0.40731157682334984,0.41235246774441436,0.03,0.85,linear,2,True,0.036002000172932945
pi2,SVR(C=10),0.96,0.03,0.77,pi4,0.02,0.9782774932713563,0.9877870416374102,0.02,0.94,rbf,3,True,0.02623036503791809
pi4,SVR(C=10),0.99,0.03,0.73,pi2,0.03,0.954539869347718,0.9604053583678943,0.02,0.8,rbf,3,True,0.02623036503791809
pi2,"SVR(C=10, kernel='linear')",0.96,0.02,0.61,pi4,0.02,0.9841002866464882,0.9850205440171751,0.02,0.94,linear,3,True,0.02623036503791809
pi4,SVR(kernel='linear'),0.99,0.03,0.95,pi2,0.03,0.9591031372141047,0.9596964427535426,0.02,0.8,linear,3,True,0.02623036503791809
