model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.15,1.59,pi3,0.05,0.9372433330823212,0.9833882124846591,0.02,0.77,rbf,1,True,0.05386042594909668
pi3,SVR(),0.98,0.08,1.45,pi2,0.05,0.9314856913480125,0.9911532154451907,0.02,0.64,rbf,1,True,0.05386042594909668
pi2,SVR(kernel='linear'),0.99,0.06,1.36,pi3,0.04,0.9442765520766642,0.9463070943665329,0.02,0.77,linear,1,True,0.05386042594909668
pi3,SVR(kernel='linear'),0.95,0.08,1.47,pi2,0.04,0.9849427948832908,0.9883835556805297,0.02,0.64,linear,1,True,0.05386042594909668
pi2,"SVR(C=1, epsilon=0.5)",0.32,0.03,1.47,pi3,0.06,0.3800846956839963,0.6538857830673693,0.04,0.35,rbf,2,True,0.040506407618522644
pi2,"SVR(C=1, epsilon=0.5)",0.32,0.03,1.47,pi4,0.69,-0.368148034098402,0.32414080537396106,0.04,0.23,rbf,2,True,0.040506407618522644
pi3,SVR(C=10),0.65,0.13,1.39,pi2,0.44,0.2147552076539716,0.3241679619678881,0.04,0.75,rbf,2,True,0.040506407618522644
pi3,SVR(C=10),0.65,0.13,1.39,pi5,0.34,0.31076521231326437,0.3826697762778515,0.03,0.82,rbf,2,True,0.040506407618522644
pi4,"SVR(C=10, epsilon=0.5)",0.32,0.06,1.82,pi2,0.67,-0.3481334186294245,0.3241679619678881,0.04,0.66,rbf,2,True,0.040506407618522644
pi5,SVR(),0.38,0.05,1.44,pi3,0.2,0.583387174694038,0.6538857830673693,0.03,0.88,rbf,2,True,0.040506407618522644
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.24,0.02,2.01,pi3,0.37,0.6053959717126467,0.6166145877513691,0.04,0.35,linear,2,True,0.040506407618522644
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.24,0.02,2.01,pi4,0.46,-0.22638350789317618,-0.029122761270800712,0.04,0.23,linear,2,True,0.040506407618522644
pi3,SVR(kernel='linear'),0.62,0.05,1.51,pi2,0.38,0.23462917897448576,0.23509526628842226,0.04,0.75,linear,2,True,0.040506407618522644
pi3,SVR(kernel='linear'),0.62,0.05,1.51,pi5,0.26,0.355372850002748,0.35964881642609425,0.03,0.82,linear,2,True,0.040506407618522644
pi4,"SVR(C=0.01, kernel='linear')",-0.03,0.06,4.3,pi2,0.15,0.11930796459571114,0.23509526628842226,0.04,0.66,linear,2,True,0.040506407618522644
pi5,"SVR(C=0.1, kernel='linear')",0.36,0.05,3.0,pi3,0.26,0.6210381222119298,0.6166145877513691,0.03,0.88,linear,2,True,0.040506407618522644
pi2,SVR(),0.97,0.04,0.97,pi4,0.01,0.9780020543936464,0.988919244768391,0.02,0.96,rbf,3,True,0.020844966173171997
pi4,SVR(C=10),0.99,0.03,0.95,pi2,0.03,0.9587467036558985,0.9661729810673866,0.02,0.77,rbf,3,True,0.020844966173171997
pi2,SVR(kernel='linear'),0.97,0.02,0.88,pi4,0.02,0.9845405715118488,0.9839270802248907,0.02,0.96,linear,3,True,0.020844966173171997
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.94,pi2,0.02,0.9675827856150598,0.9675787718201994,0.02,0.77,linear,3,True,0.020844966173171997
