model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.08,1.26,pi3,0.07,0.9218282517767179,0.9825632734899266,0.04,0.66,rbf,1,True,0.047547717889149986
pi3,SVR(C=10),0.98,0.21,1.87,pi2,0.04,0.944751801828211,0.9916621783036396,0.04,0.72,rbf,1,True,0.047547717889149986
pi3,SVR(C=10),0.98,0.21,1.87,pi4,0.08,0.8992905208684832,0.9704637284661098,0.04,0.33,rbf,1,True,0.047547717889149986
pi4,SVR(C=10),0.97,0.13,1.54,pi3,0.03,0.9368808270983114,0.9825632734899266,0.04,0.89,rbf,1,True,0.047547717889149986
pi2,SVR(kernel='linear'),0.99,0.06,1.41,pi3,0.05,0.934482127555106,0.9343136933361265,0.04,0.66,linear,1,True,0.047547717889149986
pi3,SVR(kernel='linear'),0.93,0.1,1.57,pi2,0.05,0.9872081244698881,0.9875021485997071,0.04,0.72,linear,1,True,0.047547717889149986
pi3,SVR(kernel='linear'),0.93,0.1,1.57,pi4,0.01,0.9479644709211107,0.9513692034473837,0.04,0.33,linear,1,True,0.047547717889149986
pi4,SVR(kernel='linear'),0.95,0.06,1.14,pi3,0.04,0.9095050253627688,0.9343136933361265,0.04,0.89,linear,1,True,0.047547717889149986
pi2,"SVR(C=10, epsilon=1)",0.33,0.03,1.45,pi3,0.09,0.24642882867030624,0.7872390533187402,0.03,0.37,rbf,2,True,0.04240802923838297
pi3,SVR(),0.79,0.08,1.23,pi2,0.54,0.24735692973939483,0.33379619366167135,0.03,0.77,rbf,2,True,0.04240802923838297
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.22,0.04,1.82,pi3,0.48,0.7014995791320748,0.7252810015358306,0.03,0.37,linear,2,True,0.04240802923838297
pi3,"SVR(C=10, kernel='linear')",0.73,0.2,1.4,pi2,0.5,0.2273980147000788,0.22441171402915172,0.03,0.77,linear,2,True,0.04240802923838297
pi2,SVR(),0.96,0.04,0.83,pi4,0.02,0.979494138434684,0.9880341599121909,0.02,0.98,rbf,3,True,0.03542608022689819
pi4,SVR(C=10),0.99,0.02,0.7,pi2,0.04,0.9504054255285884,0.9607677317771817,0.02,0.77,rbf,3,True,0.03542608022689819
pi2,SVR(kernel='linear'),0.96,0.02,0.68,pi4,0.02,0.9834766183431787,0.9836266212398732,0.02,0.98,linear,3,True,0.03542608022689819
pi4,SVR(kernel='linear'),0.98,0.01,0.6,pi2,0.02,0.9608174365354697,0.9619499993229068,0.02,0.77,linear,3,True,0.03542608022689819
