model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.43,pi3,0.05,0.9409591317055657,0.985284022298696,0.04,0.79,rbf,1,True,0.05290859937667847
pi3,SVR(),0.99,0.09,1.64,pi2,0.04,0.9414641005130742,0.9913932646738052,0.04,0.72,rbf,1,True,0.05290859937667847
pi3,SVR(),0.99,0.09,1.64,pi4,0.11,0.8718162198294052,0.9614226490092395,0.05,0.35,rbf,1,True,0.05290859937667847
pi4,SVR(C=10),0.96,0.17,1.92,pi3,0.01,0.9477066404235788,0.985284022298696,0.05,0.9,rbf,1,True,0.05290859937667847
pi2,SVR(kernel='linear'),0.99,0.06,1.52,pi3,0.04,0.9466171404216545,0.9490230738903449,0.04,0.79,linear,1,True,0.05290859937667847
pi3,"SVR(C=10, kernel='linear')",0.95,0.2,1.78,pi2,0.03,0.9830962022075453,0.9888357132413115,0.04,0.72,linear,1,True,0.05290859937667847
pi3,"SVR(C=10, kernel='linear')",0.95,0.2,1.78,pi4,0.04,0.9078203096425739,0.9083314698673944,0.05,0.35,linear,1,True,0.05290859937667847
pi4,"SVR(C=10, kernel='linear')",0.91,0.19,2.14,pi3,0.04,0.9489228443721109,0.9490230738903449,0.05,0.9,linear,1,True,0.05290859937667847
pi2,"SVR(C=0.1, epsilon=0.5)",0.33,0.02,1.59,pi3,0.11,0.44471959831296426,0.681745051054983,0.03,0.34,rbf,2,True,0.04408228397369385
pi3,"SVR(C=10, epsilon=0.5)",0.68,0.08,1.93,pi2,0.77,-0.0929148745787618,0.33082110414426646,0.03,0.77,rbf,2,True,0.04408228397369385
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.24,0.03,1.82,pi3,0.17,0.41466290961726937,0.4731930503030537,0.03,0.34,linear,2,True,0.04408228397369385
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.47,0.02,1.59,pi2,0.25,0.22285036876318876,0.24338739515113006,0.03,0.77,linear,2,True,0.04408228397369385
pi2,SVR(C=10),0.96,0.04,0.9,pi4,0.02,0.9830580940418846,0.9889081466824097,0.01,0.98,rbf,3,True,0.015946775674819946
pi4,SVR(C=10),0.99,0.03,0.77,pi2,0.03,0.9615931922698746,0.964774905348819,0.01,0.79,rbf,3,True,0.015946775674819946
pi2,"SVR(C=10, kernel='linear')",0.97,0.03,0.77,pi4,0.02,0.9843605987364794,0.9851269783662067,0.01,0.98,linear,3,True,0.015946775674819946
pi4,"SVR(C=10, kernel='linear')",0.99,0.02,0.61,pi2,0.02,0.9652156158990539,0.9652361739637396,0.01,0.79,linear,3,True,0.015946775674819946
