model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.84,pi3,0.06,0.9310750631653255,0.9839568311605379,0.03,0.72,rbf,1,True,0.04554293553034464
pi3,SVR(),0.98,0.11,1.72,pi2,0.04,0.940930015604169,0.9916181026577433,0.03,0.6,rbf,1,True,0.04554293553034464
pi3,SVR(),0.98,0.11,1.72,pi4,0.09,0.8901393575604559,0.9642059759695337,0.04,0.34,rbf,1,True,0.04554293553034464
pi4,SVR(C=10),0.96,0.16,1.8,pi3,0.03,0.9382233105801716,0.9839568311605379,0.04,0.98,rbf,1,True,0.04554293553034464
pi2,SVR(kernel='linear'),0.99,0.07,1.46,pi3,0.05,0.9370738945957885,0.9369837225637069,0.03,0.72,linear,1,True,0.04554293553034464
pi3,SVR(kernel='linear'),0.94,0.1,1.99,pi2,0.05,0.9880443416371208,0.9886860696906762,0.03,0.6,linear,1,True,0.04554293553034464
pi3,SVR(kernel='linear'),0.94,0.1,1.99,pi4,0.01,0.9225673528192578,0.9178564772368217,0.04,0.34,linear,1,True,0.04554293553034464
pi4,SVR(kernel='linear'),0.92,0.08,1.61,pi3,0.01,0.93144838667159,0.9369837225637069,0.04,0.98,linear,1,True,0.04554293553034464
pi2,SVR(),0.84,0.08,1.13,pi3,0.55,0.29034572865866404,0.6455182725963329,0.04,0.31,rbf,2,True,0.0405290424823761
pi3,"SVR(C=1, epsilon=0.5)",0.65,0.04,2.06,pi2,1.69,-1.0436825332713053,0.8406653671586442,0.04,0.76,rbf,2,True,0.0405290424823761
pi2,SVR(kernel='linear'),0.77,0.05,0.97,pi3,0.47,0.30153450236016344,0.47802894360523807,0.04,0.31,linear,2,True,0.0405290424823761
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.48,0.02,1.75,pi2,0.52,-0.039779242721157626,0.773038604038186,0.04,0.76,linear,2,True,0.0405290424823761
