model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.57,pi3,0.08,0.913516226782723,0.9817675201914174,0.04,0.7,rbf,1,True,0.04768894116083781
pi3,SVR(),0.98,0.15,2.04,pi2,0.06,0.9169117127966854,0.9908618533725853,0.04,0.69,rbf,1,True,0.04768894116083781
pi3,SVR(),0.98,0.15,2.04,pi4,0.13,0.8522886124600122,0.9569771339738431,0.04,0.32,rbf,1,True,0.04768894116083781
pi4,SVR(),0.96,0.12,1.81,pi3,0.02,0.9393823183428458,0.9817675201914174,0.04,0.96,rbf,1,True,0.04768894116083781
pi2,SVR(kernel='linear'),0.99,0.12,1.94,pi3,0.07,0.9221300133754919,0.921444454542117,0.04,0.7,linear,1,True,0.04768894116083781
pi3,SVR(kernel='linear'),0.92,0.13,1.83,pi2,0.07,0.9866497504619753,0.9876572218582209,0.04,0.69,linear,1,True,0.04768894116083781
pi3,SVR(kernel='linear'),0.92,0.13,1.83,pi4,0.0,0.9255481768149469,0.9191266472686462,0.04,0.32,linear,1,True,0.04768894116083781
pi4,"SVR(C=10, kernel='linear')",0.92,0.17,1.67,pi3,0.01,0.9138024277478408,0.921444454542117,0.04,0.96,linear,1,True,0.04768894116083781
pi2,SVR(),0.85,0.1,1.17,pi3,0.33,0.5173702921853193,0.7935261379102481,0.03,0.31,rbf,2,True,0.03592463334401449
pi3,SVR(),0.79,0.1,1.63,pi2,0.48,0.3168276966606781,0.8467296258340331,0.03,0.74,rbf,2,True,0.03592463334401449
pi3,SVR(),0.79,0.1,1.63,pi5,0.17,0.6186898970535888,0.901738744938785,0.03,0.75,rbf,2,True,0.03592463334401449
pi5,SVR(),0.9,0.08,1.37,pi3,0.2,0.7005709914632617,0.7935261379102481,0.03,0.91,rbf,2,True,0.03592463334401449
pi2,SVR(kernel='linear'),0.78,0.04,1.02,pi3,0.29,0.49237787026909763,0.6655224694623648,0.03,0.31,linear,2,True,0.03592463334401449
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.01,1.4,pi2,0.56,0.10173259650390809,0.7844745320151566,0.03,0.74,linear,2,True,0.03592463334401449
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.01,1.4,pi5,0.13,0.7912518399901773,0.7754115171182271,0.03,0.75,linear,2,True,0.03592463334401449
pi5,SVR(kernel='linear'),0.78,0.09,2.6,pi3,0.13,0.6432244280991936,0.6655224694623648,0.03,0.91,linear,2,True,0.03592463334401449
pi2,SVR(),0.96,0.05,0.89,pi4,0.02,0.9774713829927187,0.9870570150614607,0.01,0.95,rbf,3,True,0.021873384714126587
pi4,SVR(),0.99,0.02,0.69,pi2,0.04,0.9477182739043877,0.957750692448569,0.01,0.79,rbf,3,True,0.021873384714126587
pi2,SVR(kernel='linear'),0.96,0.02,0.76,pi4,0.03,0.9826378411134872,0.9829967046299688,0.01,0.95,linear,3,True,0.021873384714126587
pi4,SVR(kernel='linear'),0.98,0.01,0.7,pi2,0.03,0.9552232287369149,0.9568743358775127,0.01,0.79,linear,3,True,0.021873384714126587
