model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.09,1.31,pi3,0.07,0.9254329535787775,0.9823937511239833,0.03,0.78,rbf,1,True,0.0479926069577535
pi3,SVR(),0.98,0.14,1.86,pi2,0.06,0.9262559919319169,0.9936947677847769,0.03,0.72,rbf,1,True,0.0479926069577535
pi3,SVR(),0.98,0.14,1.86,pi4,0.1,0.8792840594880186,0.9612443767284335,0.04,0.32,rbf,1,True,0.0479926069577535
pi4,SVR(C=10),0.96,0.19,1.84,pi3,0.01,0.9498074555327384,0.9823937511239833,0.04,0.99,rbf,1,True,0.0479926069577535
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.04,1.81,pi3,0.06,0.9320560866934614,0.9320243544417562,0.03,0.78,linear,1,True,0.0479926069577535
pi3,SVR(kernel='linear'),0.93,0.09,1.66,pi2,0.05,0.9821609131454754,0.98912708883286,0.03,0.72,linear,1,True,0.0479926069577535
pi3,SVR(kernel='linear'),0.93,0.09,1.66,pi4,0.02,0.9149473552270121,0.9133614699908198,0.04,0.32,linear,1,True,0.0479926069577535
pi4,SVR(kernel='linear'),0.91,0.08,1.75,pi3,0.02,0.9311267828208261,0.9320243544417562,0.04,0.99,linear,1,True,0.0479926069577535
pi2,"SVR(C=10, epsilon=1)",0.34,0.03,1.62,pi3,0.05,0.28571354439957164,0.632309624226208,0.03,0.34,rbf,2,True,0.043658932050069175
pi3,"SVR(C=1, epsilon=0.5)",0.63,0.03,2.0,pi2,0.34,0.28740801606030997,0.3391083448882962,0.03,0.78,rbf,2,True,0.043658932050069175
pi3,"SVR(C=1, epsilon=0.5)",0.63,0.03,2.0,pi5,0.49,0.142697502104994,0.347744270365976,0.03,0.81,rbf,2,True,0.043658932050069175
pi5,SVR(C=10),0.35,0.14,1.91,pi3,0.2,0.54744876772471,0.632309624226208,0.03,0.84,rbf,2,True,0.043658932050069175
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.21,0.05,1.91,pi3,0.32,0.5254902981363001,0.5518763881538046,0.03,0.34,linear,2,True,0.043658932050069175
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.55,0.01,1.35,pi2,0.34,0.21062501760411734,0.21014773924130026,0.03,0.78,linear,2,True,0.043658932050069175
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.55,0.01,1.35,pi5,0.28,0.2734931991333831,0.27523620484380595,0.03,0.81,linear,2,True,0.043658932050069175
pi5,SVR(kernel='linear'),0.28,0.06,1.37,pi3,0.28,0.5538488946862524,0.5518763881538046,0.03,0.84,linear,2,True,0.043658932050069175
pi2,SVR(),0.96,0.05,1.01,pi4,0.01,0.9765277862753948,0.9884594048623844,0.02,0.95,rbf,3,True,0.03255930542945862
pi4,SVR(C=10),0.99,0.04,0.89,pi2,0.03,0.9569022895914985,0.9641526323522247,0.02,0.84,rbf,3,True,0.03255930542945862
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.02,0.8,pi4,0.02,0.9827025929517494,0.9844920030455137,0.02,0.95,linear,3,True,0.03255930542945862
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.86,pi2,0.02,0.9611254243207527,0.9630282815459971,0.02,0.84,linear,3,True,0.03255930542945862
