model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.48,pi3,0.06,0.9281060406915441,0.9792313707368993,0.03,0.81,rbf,1,True,0.051998396714528404
pi3,SVR(),0.98,0.12,1.76,pi2,0.05,0.9320351238789728,0.9914450176245568,0.03,0.66,rbf,1,True,0.051998396714528404
pi2,SVR(kernel='linear'),0.99,0.06,1.36,pi3,0.05,0.9369407086612341,0.9384428266890308,0.03,0.81,linear,1,True,0.051998396714528404
pi3,SVR(kernel='linear'),0.94,0.1,1.5,pi2,0.05,0.9864689739483232,0.9890531031725337,0.03,0.66,linear,1,True,0.051998396714528404
pi2,"SVR(C=1, epsilon=0.5)",0.33,0.02,1.29,pi3,0.1,0.4348546132584188,0.6562229089795819,0.03,0.3,rbf,2,True,0.04607033729553223
pi3,"SVR(C=10, epsilon=0.5)",0.66,0.08,1.89,pi2,0.76,-0.0990275815496231,0.3322639131502919,0.03,0.78,rbf,2,True,0.04607033729553223
pi3,"SVR(C=10, epsilon=0.5)",0.66,0.08,1.89,pi5,0.55,0.10575555624723099,0.8799822978896211,0.05,0.85,rbf,2,True,0.04607033729553223
pi5,SVR(),0.88,0.09,1.37,pi3,0.4,0.480464040521163,0.6562229089795819,0.05,0.79,rbf,2,True,0.04607033729553223
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.26,0.01,1.42,pi3,0.15,0.4041071270763503,0.4649209773984495,0.03,0.3,linear,2,True,0.04607033729553223
pi3,"SVR(C=10, kernel='linear')",0.46,0.08,1.56,pi2,0.22,0.24310160583812657,0.2589749391571622,0.03,0.78,linear,2,True,0.04607033729553223
pi3,"SVR(C=10, kernel='linear')",0.46,0.08,1.56,pi5,0.26,0.7279952241038227,0.7173752310467058,0.05,0.85,linear,2,True,0.04607033729553223
pi5,SVR(kernel='linear'),0.72,0.08,2.58,pi3,0.27,0.4465167807187379,0.4649209773984495,0.05,0.79,linear,2,True,0.04607033729553223
pi2,SVR(C=10),0.96,0.03,0.82,pi4,0.01,0.9739524229390124,0.9862087836291062,0.03,1.0,rbf,3,True,0.027498602867126465
pi4,SVR(C=10),0.99,0.02,0.66,pi2,0.03,0.9582482910848199,0.9632132747514015,0.03,0.75,rbf,3,True,0.027498602867126465
pi2,"SVR(C=10, kernel='linear')",0.96,0.03,0.65,pi4,0.02,0.9811899072238954,0.9806200942498002,0.03,1.0,linear,3,True,0.027498602867126465
pi4,SVR(kernel='linear'),0.98,0.02,0.64,pi2,0.02,0.9622066703183086,0.963170451620326,0.03,0.75,linear,3,True,0.027498602867126465
