model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.61,pi3,0.07,0.9165948650901045,0.9793886962465282,0.04,0.73,rbf,1,True,0.048187434673309326
pi3,SVR(),0.98,0.13,2.06,pi2,0.07,0.9099319965825569,0.9910298003903881,0.04,0.65,rbf,1,True,0.048187434673309326
pi3,SVR(),0.98,0.13,2.06,pi4,0.11,0.869671111993904,0.9663854239595574,0.03,0.31,rbf,1,True,0.048187434673309326
pi4,SVR(),0.97,0.11,1.81,pi3,0.01,0.9538597517482466,0.9793886962465282,0.03,0.98,rbf,1,True,0.048187434673309326
pi2,SVR(kernel='linear'),0.99,0.09,1.51,pi3,0.06,0.9253000968259776,0.9246453671042834,0.04,0.73,linear,1,True,0.048187434673309326
pi3,"SVR(C=0.1, kernel='linear')",0.92,0.08,1.71,pi2,0.06,0.987587744997191,0.9882993755362691,0.04,0.65,linear,1,True,0.048187434673309326
pi3,"SVR(C=0.1, kernel='linear')",0.92,0.08,1.71,pi4,0.01,0.9337034894651471,0.9289168692965528,0.03,0.31,linear,1,True,0.048187434673309326
pi4,SVR(kernel='linear'),0.93,0.07,1.78,pi3,0.02,0.9122867758965593,0.9246453671042834,0.03,0.98,linear,1,True,0.048187434673309326
pi2,SVR(C=10),0.33,0.07,1.24,pi3,0.18,0.5056996029108787,0.7689968361045539,0.03,0.4,rbf,2,True,0.0370102326075236
pi3,SVR(C=10),0.77,0.11,1.44,pi2,0.85,-0.07959511141536568,0.32527753491157263,0.03,0.81,rbf,2,True,0.0370102326075236
pi2,SVR(kernel='linear'),0.28,0.06,2.26,pi3,0.25,0.5276989017304704,0.7087854017444845,0.03,0.4,linear,2,True,0.0370102326075236
pi3,SVR(kernel='linear'),0.71,0.05,1.59,pi2,0.5,0.2097006178840063,0.2805001437193042,0.03,0.81,linear,2,True,0.0370102326075236
pi2,SVR(C=10),0.96,0.07,1.01,pi4,0.01,0.9695732773475902,0.9883673796708743,0.01,0.95,rbf,3,True,0.012889862060546875
pi4,SVR(C=10),0.99,0.03,0.86,pi2,0.04,0.9497214043979195,0.95504333731205,0.01,0.75,rbf,3,True,0.012889862060546875
pi2,SVR(kernel='linear'),0.95,0.02,0.75,pi4,0.03,0.9848085244227085,0.9847815957310861,0.01,0.95,linear,3,True,0.012889862060546875
pi4,SVR(kernel='linear'),0.98,0.01,0.72,pi2,0.03,0.9536337337343895,0.9543362827666544,0.01,0.75,linear,3,True,0.012889862060546875
