model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.42,pi3,0.07,0.9167640192661939,0.9809016029304194,0.04,0.71,rbf,1,True,0.06246348222096761
pi3,SVR(),0.98,0.16,1.99,pi2,0.08,0.9035269289055352,0.9910584659594348,0.04,0.65,rbf,1,True,0.06246348222096761
pi3,SVR(),0.98,0.16,1.99,pi4,0.12,0.8590927786199476,0.959965994558889,0.05,0.31,rbf,1,True,0.06246348222096761
pi4,SVR(C=10),0.96,0.18,1.86,pi3,0.03,0.9344138909698423,0.9809016029304194,0.05,0.96,rbf,1,True,0.06246348222096761
pi2,SVR(kernel='linear'),0.99,0.06,1.35,pi3,0.06,0.9258166024421001,0.9252713381292863,0.04,0.71,linear,1,True,0.06246348222096761
pi3,"SVR(C=0.1, kernel='linear')",0.93,0.09,1.76,pi2,0.06,0.9870590849524158,0.9879193489745407,0.04,0.65,linear,1,True,0.06246348222096761
pi3,"SVR(C=0.1, kernel='linear')",0.93,0.09,1.76,pi4,0.02,0.9068759449040421,0.8990062611320806,0.05,0.31,linear,1,True,0.06246348222096761
pi4,SVR(kernel='linear'),0.9,0.1,2.35,pi3,0.02,0.9186590719594296,0.9252713381292863,0.05,0.96,linear,1,True,0.06246348222096761
pi2,SVR(),0.85,0.1,1.1,pi3,0.53,0.3224692666238832,0.6510344559567143,0.03,0.31,rbf,2,True,0.041019558906555176
pi3,"SVR(C=10, epsilon=0.5)",0.65,0.07,1.89,pi2,1.53,-0.8826696426281226,0.8499535517079158,0.03,0.83,rbf,2,True,0.041019558906555176
pi2,"SVR(C=0.1, kernel='linear')",0.79,0.02,1.16,pi3,0.48,0.3088470871767932,0.4920454177883894,0.03,0.31,linear,2,True,0.041019558906555176
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.49,0.04,1.57,pi2,0.61,-0.11490624482511103,0.788510836116521,0.03,0.83,linear,2,True,0.041019558906555176
pi2,SVR(),0.96,0.04,0.85,pi4,0.02,0.9769069093880232,0.986843985328484,0.02,0.97,rbf,3,True,0.01755613088607788
pi4,SVR(),0.99,0.02,0.77,pi2,0.03,0.9542176898560664,0.96093602031173,0.02,0.8,rbf,3,True,0.01755613088607788
pi2,SVR(kernel='linear'),0.96,0.02,0.79,pi4,0.02,0.9845371354041178,0.984390216834981,0.02,0.97,linear,3,True,0.01755613088607788
pi4,SVR(kernel='linear'),0.98,0.01,0.68,pi2,0.02,0.9594367663423455,0.960165670512517,0.02,0.8,linear,3,True,0.01755613088607788
