model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.13,1.54,pi3,0.06,0.9296720683221926,0.9821363650140076,0.03,0.79,rbf,1,True,0.05383531252543131
pi3,SVR(),0.98,0.1,1.75,pi2,0.07,0.9129731234183861,0.9898336572227563,0.03,0.64,rbf,1,True,0.05383531252543131
pi3,SVR(),0.98,0.1,1.75,pi4,0.13,0.8532398134302173,0.9653776848233941,0.06,0.31,rbf,1,True,0.05383531252543131
pi4,SVR(C=10),0.97,0.15,1.74,pi3,0.02,0.9464692599588467,0.9821363650140076,0.06,0.97,rbf,1,True,0.05383531252543131
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.31,pi3,0.04,0.9422780728138939,0.9444077760300036,0.03,0.79,linear,1,True,0.05383531252543131
pi3,SVR(kernel='linear'),0.94,0.09,1.56,pi2,0.04,0.9833418794945196,0.9870294457859214,0.03,0.64,linear,1,True,0.05383531252543131
pi3,SVR(kernel='linear'),0.94,0.09,1.56,pi4,0.03,0.9124590845692016,0.9117858467497759,0.06,0.31,linear,1,True,0.05383531252543131
pi4,"SVR(C=10, kernel='linear')",0.91,0.17,1.69,pi3,0.03,0.944070816480467,0.9444077760300036,0.06,0.97,linear,1,True,0.05383531252543131
pi2,SVR(),0.86,0.1,1.23,pi3,0.69,0.1783734338077665,0.5786079831070153,0.03,0.36,rbf,2,True,0.03770736853281657
pi3,"SVR(C=1, epsilon=0.5)",0.58,0.03,1.69,pi2,1.32,-0.7431982297875359,0.8641106627842532,0.03,0.79,rbf,2,True,0.03770736853281657
pi3,"SVR(C=1, epsilon=0.5)",0.58,0.03,1.69,pi5,0.16,0.4164648995798349,0.8942326219015433,0.03,0.85,rbf,2,True,0.03770736853281657
pi5,SVR(),0.89,0.09,1.4,pi3,0.55,0.33929365962151403,0.5786079831070153,0.03,0.83,rbf,2,True,0.03770736853281657
pi2,"SVR(C=0.1, kernel='linear')",0.81,0.03,1.28,pi3,0.62,0.19390946704259038,0.42230979118425105,0.03,0.36,linear,2,True,0.03770736853281657
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.42,0.03,1.58,pi2,0.54,-0.11803076955074188,0.8102937575516544,0.03,0.79,linear,2,True,0.03770736853281657
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.42,0.03,1.58,pi5,0.28,0.7046590539854767,0.7092019363871069,0.03,0.85,linear,2,True,0.03770736853281657
pi5,"SVR(C=10, kernel='linear')",0.71,0.29,2.21,pi3,0.31,0.4014645611697163,0.42230979118425105,0.03,0.83,linear,2,True,0.03770736853281657
pi2,SVR(C=10),0.96,0.04,0.9,pi4,0.01,0.9783350230535521,0.9875579460289028,0.01,0.95,rbf,3,True,0.018211811780929565
pi4,SVR(C=10),0.99,0.03,0.8,pi2,0.03,0.9540548852934304,0.9649929272451906,0.01,0.81,rbf,3,True,0.018211811780929565
pi2,"SVR(C=10, kernel='linear')",0.96,0.02,0.76,pi4,0.02,0.9849379522004931,0.9848493990346417,0.01,0.95,linear,3,True,0.018211811780929565
pi4,SVR(kernel='linear'),0.98,0.01,0.65,pi2,0.02,0.9635674583131213,0.9640332132903483,0.01,0.81,linear,3,True,0.018211811780929565
