model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.56,pi3,0.06,0.935239432017969,0.9811972702377767,0.03,0.79,rbf,1,True,0.051456828912099205
pi3,SVR(C=0.1),0.98,0.12,1.9,pi2,0.03,0.9527806888826533,0.9939163733837576,0.03,0.7,rbf,1,True,0.051456828912099205
pi3,SVR(C=0.1),0.98,0.12,1.9,pi4,0.07,0.9100342851400852,0.9602615889233053,0.05,0.33,rbf,1,True,0.051456828912099205
pi4,SVR(C=10),0.96,0.15,1.72,pi3,0.02,0.9428887426421061,0.9811972702377767,0.05,0.95,rbf,1,True,0.051456828912099205
pi2,SVR(kernel='linear'),0.99,0.08,1.72,pi3,0.05,0.9408248202721925,0.9438181230835727,0.03,0.79,linear,1,True,0.051456828912099205
pi3,SVR(kernel='linear'),0.94,0.09,1.66,pi2,0.04,0.9861889867773881,0.9913104460858427,0.03,0.7,linear,1,True,0.051456828912099205
pi3,SVR(kernel='linear'),0.94,0.09,1.66,pi4,0.03,0.9134229999042138,0.9145488147356926,0.05,0.33,linear,1,True,0.051456828912099205
pi4,SVR(kernel='linear'),0.91,0.08,1.94,pi3,0.03,0.9428495817851562,0.9438181230835727,0.05,0.95,linear,1,True,0.051456828912099205
pi2,"SVR(C=0.1, epsilon=0.5)",0.3,0.02,1.66,pi3,0.11,0.4076943477166386,0.6468330348914018,0.03,0.32,rbf,2,True,0.043280161917209625
pi2,"SVR(C=0.1, epsilon=0.5)",0.3,0.02,1.66,pi4,0.57,-0.2731528495439608,0.6826500694990212,0.04,0.26,rbf,2,True,0.043280161917209625
pi3,"SVR(C=1, epsilon=0.5)",0.65,0.04,1.95,pi2,0.41,0.23879249504726252,0.295769798871545,0.03,0.76,rbf,2,True,0.043280161917209625
pi3,"SVR(C=1, epsilon=0.5)",0.65,0.04,1.95,pi5,0.66,-0.015243120180530978,0.3224194476354929,0.04,0.76,rbf,2,True,0.043280161917209625
pi4,SVR(C=10),0.68,0.09,1.35,pi2,0.96,-0.2754347047225745,0.295769798871545,0.04,0.67,rbf,2,True,0.043280161917209625
pi5,"SVR(C=10, epsilon=0.5)",0.32,0.02,1.43,pi3,0.02,0.34197990950118773,0.6468330348914018,0.04,0.73,rbf,2,True,0.043280161917209625
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.24,0.04,1.74,pi3,0.17,0.4095773949185907,0.4875891517325748,0.03,0.32,linear,2,True,0.043280161917209625
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.24,0.04,1.74,pi4,0.29,-0.04640395926781005,0.13159405365394505,0.04,0.26,linear,2,True,0.043280161917209625
pi3,SVR(kernel='linear'),0.49,0.06,1.49,pi2,0.27,0.21853243919717769,0.23953381723559952,0.03,0.76,linear,2,True,0.043280161917209625
pi3,SVR(kernel='linear'),0.49,0.06,1.49,pi5,0.25,0.23573414965276918,0.26304816182573376,0.04,0.76,linear,2,True,0.043280161917209625
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.13,0.01,2.43,pi2,0.02,0.15113092024235786,0.23953381723559952,0.04,0.67,linear,2,True,0.043280161917209625
pi5,SVR(kernel='linear'),0.26,0.07,1.77,pi3,0.19,0.4507225418038282,0.4875891517325748,0.04,0.73,linear,2,True,0.043280161917209625
