model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.13,1.51,pi3,0.08,0.9118368592813643,0.9816057726165305,0.05,0.74,rbf,1,True,0.05208045244216919
pi3,SVR(C=10),0.98,0.12,1.59,pi2,0.03,0.9483516045765363,0.9921678342401973,0.05,0.67,rbf,1,True,0.05208045244216919
pi3,SVR(C=10),0.98,0.12,1.59,pi4,0.06,0.9166407069537851,0.9653079729250561,0.03,0.34,rbf,1,True,0.05208045244216919
pi4,SVR(C=10),0.97,0.16,1.77,pi3,0.03,0.9341885837276109,0.9816057726165305,0.03,0.88,rbf,1,True,0.05208045244216919
pi2,SVR(kernel='linear'),0.99,0.08,1.62,pi3,0.06,0.927350147475167,0.9272511461270386,0.05,0.74,linear,1,True,0.05208045244216919
pi3,"SVR(C=10, kernel='linear')",0.93,0.17,1.65,pi2,0.06,0.9895666796866862,0.9896724242628808,0.05,0.67,linear,1,True,0.05208045244216919
pi3,"SVR(C=10, kernel='linear')",0.93,0.17,1.65,pi4,0.01,0.9195716748397843,0.9088958773912382,0.03,0.34,linear,1,True,0.05208045244216919
pi4,SVR(kernel='linear'),0.91,0.07,1.64,pi3,0.0,0.9131704673247759,0.9272511461270386,0.03,0.88,linear,1,True,0.05208045244216919
pi2,SVR(C=10),0.84,0.06,1.13,pi3,0.33,0.5104162162582546,0.8075143721600453,0.03,0.34,rbf,2,True,0.038809498151143394
pi3,SVR(),0.81,0.12,1.73,pi2,0.56,0.24656616613702664,0.8387327440450294,0.03,0.84,rbf,2,True,0.038809498151143394
pi3,SVR(),0.81,0.12,1.73,pi5,0.18,0.6300935685591378,0.915796123258551,0.04,0.81,rbf,2,True,0.038809498151143394
pi5,SVR(C=10),0.92,0.12,1.55,pi3,0.18,0.7309959263965957,0.8075143721600453,0.04,0.79,rbf,2,True,0.038809498151143394
pi2,SVR(kernel='linear'),0.78,0.04,1.34,pi3,0.28,0.4924532828217102,0.6675604759999278,0.03,0.34,linear,2,True,0.038809498151143394
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.02,1.46,pi2,0.66,0.0032677583373799113,0.7756625977547987,0.03,0.84,linear,2,True,0.038809498151143394
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.02,1.46,pi5,0.11,0.7785327591250906,0.7567280670255605,0.04,0.81,linear,2,True,0.038809498151143394
pi5,SVR(kernel='linear'),0.76,0.09,2.38,pi3,0.11,0.6451542363006963,0.6675604759999278,0.04,0.79,linear,2,True,0.038809498151143394
pi2,SVR(C=10),0.96,0.03,0.82,pi4,0.01,0.9709507924312162,0.9874686657836355,0.01,0.95,rbf,3,True,0.014761537313461304
pi4,SVR(C=10),0.99,0.03,0.81,pi2,0.03,0.9542382698287266,0.959378875500806,0.01,0.79,rbf,3,True,0.014761537313461304
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.02,0.76,pi4,0.02,0.9843352228028218,0.9843742847887555,0.01,0.95,linear,3,True,0.014761537313461304
pi4,SVR(kernel='linear'),0.98,0.01,0.69,pi2,0.03,0.9593500692246557,0.9595692708007856,0.01,0.79,linear,3,True,0.014761537313461304
