model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.59,pi3,0.07,0.924020928237929,0.9810943429122402,0.04,0.69,rbf,1,True,0.044767916202545166
pi3,SVR(C=0.1),0.98,0.11,1.81,pi2,0.04,0.9444527504202148,0.9918297361613401,0.04,0.69,rbf,1,True,0.044767916202545166
pi3,SVR(C=0.1),0.98,0.11,1.81,pi4,0.12,0.8588686491562804,0.9600483276013151,0.03,0.34,rbf,1,True,0.044767916202545166
pi4,SVR(C=10),0.96,0.16,1.86,pi3,0.02,0.943136880313483,0.9810943429122402,0.03,0.95,rbf,1,True,0.044767916202545166
pi2,SVR(kernel='linear'),0.99,0.07,1.47,pi3,0.06,0.9314308854534302,0.9326934727333787,0.04,0.69,linear,1,True,0.044767916202545166
pi3,SVR(kernel='linear'),0.93,0.1,1.67,pi2,0.05,0.9860776068789514,0.9889271757541762,0.04,0.69,linear,1,True,0.044767916202545166
pi3,SVR(kernel='linear'),0.93,0.1,1.67,pi4,0.01,0.9210549380263858,0.9158743042299871,0.03,0.34,linear,1,True,0.044767916202545166
pi4,SVR(kernel='linear'),0.92,0.07,1.49,pi3,0.01,0.9225447517471496,0.9326934727333787,0.03,0.95,linear,1,True,0.044767916202545166
pi2,"SVR(C=1, epsilon=0.5)",0.28,0.02,1.47,pi3,0.15,0.43029055858589327,0.6211206201004598,0.03,0.34,rbf,2,True,0.04882204532623291
pi3,"SVR(C=1, epsilon=0.5)",0.62,0.03,1.86,pi2,0.28,0.34278506158219224,0.2791427944487961,0.03,0.76,rbf,2,True,0.04882204532623291
pi3,"SVR(C=1, epsilon=0.5)",0.62,0.03,1.86,pi5,0.57,0.05375185842178476,0.35940837769205425,0.04,0.81,rbf,2,True,0.04882204532623291
pi5,"SVR(C=10, epsilon=0.5)",0.36,0.03,1.72,pi3,0.08,0.27933460603872406,0.6211206201004598,0.04,0.82,rbf,2,True,0.04882204532623291
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.21,0.04,2.3,pi3,0.19,0.4005627586786511,0.4915823869842849,0.03,0.34,linear,2,True,0.04882204532623291
pi3,SVR(kernel='linear'),0.49,0.06,1.6,pi2,0.3,0.19119818970331104,0.2128540399883705,0.03,0.76,linear,2,True,0.04882204532623291
pi3,SVR(kernel='linear'),0.49,0.06,1.6,pi5,0.22,0.2667113688886341,0.28769906592709826,0.04,0.81,linear,2,True,0.04882204532623291
pi5,"SVR(C=0.01, kernel='linear')",0.29,0.04,1.67,pi3,0.16,0.4458849665656298,0.4915823869842849,0.04,0.82,linear,2,True,0.04882204532623291
