model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.17,1.6,pi3,0.06,0.9323896915431639,0.9799568133633602,0.03,0.79,rbf,1,True,0.06734784444173177
pi3,SVR(),0.98,0.11,1.75,pi2,0.05,0.926953788373871,0.9907061764671495,0.03,0.64,rbf,1,True,0.06734784444173177
pi2,SVR(kernel='linear'),0.99,0.09,1.7,pi3,0.05,0.9384773924980911,0.9409244596191224,0.03,0.79,linear,1,True,0.06734784444173177
pi3,SVR(kernel='linear'),0.94,0.09,2.4,pi2,0.04,0.985712442704858,0.9885407443895919,0.03,0.64,linear,1,True,0.06734784444173177
pi2,"SVR(C=1, epsilon=0.5)",0.29,0.02,1.45,pi3,0.07,0.2244838613387493,0.561609091430928,0.03,0.36,rbf,2,True,0.032836476961771645
pi3,"SVR(C=1, epsilon=0.5)",0.56,0.03,1.68,pi2,0.25,0.314420785033541,0.29141714986113476,0.03,0.78,rbf,2,True,0.032836476961771645
pi3,"SVR(C=1, epsilon=0.5)",0.56,0.03,1.68,pi5,0.2,0.36054077846711763,0.898684205976804,0.03,0.79,rbf,2,True,0.032836476961771645
pi5,SVR(),0.9,0.09,1.41,pi3,0.44,0.4583799088147068,0.561609091430928,0.03,0.89,rbf,2,True,0.032836476961771645
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.24,0.02,1.83,pi3,0.23,0.47123458665073004,0.4828945326499776,0.03,0.36,linear,2,True,0.032836476961771645
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.48,0.01,1.53,pi2,0.24,0.2387050181375413,0.2387332067172121,0.03,0.78,linear,2,True,0.032836476961771645
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.48,0.01,1.53,pi5,0.28,0.7635041055480102,0.7666042010599051,0.03,0.79,linear,2,True,0.032836476961771645
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.77,0.02,2.57,pi3,0.3,0.46989645419545834,0.4828945326499776,0.03,0.89,linear,2,True,0.032836476961771645
pi2,SVR(C=10),0.97,0.07,0.93,pi4,0.01,0.97667248075278,0.988783729104468,0.02,0.96,rbf,3,True,0.01771444082260132
pi4,SVR(C=10),0.99,0.03,0.75,pi2,0.03,0.9598333326502126,0.9656372068339083,0.02,0.79,rbf,3,True,0.01771444082260132
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.65,pi4,0.02,0.9845081413812465,0.9853908818966,0.02,0.96,linear,3,True,0.01771444082260132
pi4,SVR(kernel='linear'),0.99,0.02,0.88,pi2,0.02,0.9627552439808194,0.9635506782837971,0.02,0.79,linear,3,True,0.01771444082260132
