model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.46,pi3,0.06,0.9334637663911116,0.9812208799425733,0.03,0.74,rbf,1,True,0.045180281003316246
pi3,SVR(),0.98,0.11,1.6,pi2,0.06,0.921150709215541,0.9923846196781168,0.03,0.66,rbf,1,True,0.045180281003316246
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.36,pi3,0.05,0.9385632304883668,0.9404192573339594,0.03,0.74,linear,1,True,0.045180281003316246
pi3,"SVR(C=10, kernel='linear')",0.94,0.15,1.67,pi2,0.05,0.9862491700693966,0.9892861665709178,0.03,0.66,linear,1,True,0.045180281003316246
pi2,"SVR(C=10, epsilon=1)",0.31,0.03,1.47,pi3,0.08,0.3870936397453689,0.6699775660367446,0.03,0.33,rbf,2,True,0.04650284846623739
pi3,"SVR(C=1, epsilon=0.5)",0.67,0.02,1.69,pi2,0.33,0.34087549421877805,0.3068150994375306,0.03,0.76,rbf,2,True,0.04650284846623739
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.21,0.01,2.98,pi3,0.21,0.41858503594780816,0.5088559659860634,0.03,0.33,linear,2,True,0.04650284846623739
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.51,0.05,1.73,pi2,0.36,0.14847684828496732,0.20762559655486235,0.03,0.76,linear,2,True,0.04650284846623739
pi2,SVR(C=10),0.96,0.04,0.89,pi4,0.01,0.9773203705343158,0.988034279633449,0.01,0.96,rbf,3,True,0.016006380319595337
pi4,SVR(C=10),0.99,0.03,0.77,pi2,0.03,0.9545812477819778,0.9623379776120305,0.01,0.74,rbf,3,True,0.016006380319595337
pi2,SVR(kernel='linear'),0.96,0.02,0.71,pi4,0.02,0.9834132388722849,0.9842151282818037,0.01,0.96,linear,3,True,0.016006380319595337
pi4,SVR(kernel='linear'),0.98,0.01,0.68,pi2,0.02,0.9612418282076677,0.9625493666755907,0.01,0.74,linear,3,True,0.016006380319595337
