model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.14,1.56,pi3,0.05,0.9431612274375933,0.9844275942374261,0.02,0.78,rbf,1,True,0.04275019963582357
pi3,SVR(),0.98,0.1,1.48,pi2,0.04,0.9462667184304636,0.9910499373278467,0.02,0.68,rbf,1,True,0.04275019963582357
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.05,1.34,pi3,0.04,0.9510099938184718,0.9531956952904915,0.02,0.78,linear,1,True,0.04275019963582357
pi3,"SVR(C=10, kernel='linear')",0.95,0.15,1.51,pi2,0.03,0.9840822199816711,0.9882564385325628,0.02,0.68,linear,1,True,0.04275019963582357
pi2,SVR(),0.82,0.06,0.98,pi3,0.55,0.2718800110164583,0.6423278413936921,0.03,0.31,rbf,2,True,0.045779784520467125
pi3,"SVR(C=1, epsilon=0.5)",0.64,0.04,1.82,pi2,1.56,-0.9176949873196254,0.8175508083264139,0.03,0.82,rbf,2,True,0.045779784520467125
pi3,"SVR(C=1, epsilon=0.5)",0.64,0.04,1.82,pi5,0.24,0.39762943776843773,0.8742340267598853,0.04,0.82,rbf,2,True,0.045779784520467125
pi5,SVR(C=10),0.87,0.12,1.3,pi3,0.39,0.48320398586560087,0.6423278413936921,0.04,0.8,rbf,2,True,0.045779784520467125
pi2,SVR(kernel='linear'),0.74,0.03,1.02,pi3,0.45,0.29235051104960763,0.4806257375718609,0.03,0.31,linear,2,True,0.045779784520467125
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.48,0.05,1.55,pi2,0.46,0.015872803733408047,0.7447869897015422,0.03,0.82,linear,2,True,0.045779784520467125
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.48,0.05,1.55,pi5,0.25,0.733133567807088,0.7447587522546255,0.04,0.82,linear,2,True,0.045779784520467125
pi5,SVR(kernel='linear'),0.74,0.06,1.63,pi3,0.28,0.46950931767964266,0.4806257375718609,0.04,0.8,linear,2,True,0.045779784520467125
pi2,SVR(C=10),0.97,0.03,0.76,pi4,0.01,0.9751999717563553,0.9891489659634123,0.02,0.95,rbf,3,True,0.02095574140548706
pi4,SVR(C=10),0.99,0.02,0.69,pi2,0.03,0.9601850311193146,0.967626731793321,0.02,0.79,rbf,3,True,0.02095574140548706
pi2,"SVR(C=10, kernel='linear')",0.96,0.03,0.63,pi4,0.02,0.985927624531173,0.9859024203546304,0.02,0.95,linear,3,True,0.02095574140548706
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.69,pi2,0.02,0.9645384070560536,0.9640194167121341,0.02,0.79,linear,3,True,0.02095574140548706
