model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.57,pi3,0.07,0.9191860268599037,0.9831462353035241,0.04,0.72,rbf,1,True,0.048207998275756836
pi3,SVR(C=10),0.98,0.18,1.9,pi2,0.03,0.9500954416952158,0.9911267284894486,0.04,0.67,rbf,1,True,0.048207998275756836
pi3,SVR(C=10),0.98,0.18,1.9,pi4,0.06,0.9192082106904333,0.9585350437276573,0.03,0.37,rbf,1,True,0.048207998275756836
pi4,SVR(C=10),0.96,0.14,1.74,pi3,0.0,0.9576065939459655,0.9831462353035241,0.03,0.95,rbf,1,True,0.048207998275756836
pi2,SVR(kernel='linear'),0.99,0.07,1.53,pi3,0.05,0.9340511425415446,0.9343142301960956,0.04,0.72,linear,1,True,0.048207998275756836
pi3,"SVR(C=10, kernel='linear')",0.93,0.18,1.76,pi2,0.05,0.986421937639155,0.9872491183230013,0.04,0.67,linear,1,True,0.048207998275756836
pi3,"SVR(C=10, kernel='linear')",0.93,0.18,1.76,pi4,0.02,0.9132613347155206,0.9049420758119463,0.03,0.37,linear,1,True,0.048207998275756836
pi4,SVR(kernel='linear'),0.9,0.08,1.8,pi3,0.02,0.9271230550207898,0.9343142301960956,0.03,0.95,linear,1,True,0.048207998275756836
pi2,"SVR(C=1, epsilon=0.5)",0.33,0.03,1.66,pi3,0.13,0.461360905206447,0.6348364742714513,0.03,0.31,rbf,2,True,0.04281047979990641
pi3,"SVR(C=1, epsilon=0.5)",0.63,0.03,1.9,pi2,0.24,0.3954043230287273,0.32729856173024696,0.03,0.74,rbf,2,True,0.04281047979990641
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.24,0.04,1.86,pi3,0.16,0.3996925140946521,0.48558461343529036,0.03,0.31,linear,2,True,0.04281047979990641
pi3,SVR(kernel='linear'),0.49,0.06,1.67,pi2,0.25,0.23293540286924874,0.2411371358611657,0.03,0.74,linear,2,True,0.04281047979990641
pi2,SVR(C=10),0.97,0.03,0.85,pi4,0.02,0.9817241018120679,0.9898865195170866,0.01,0.96,rbf,3,True,0.024904102087020874
pi4,SVR(C=10),0.99,0.03,0.76,pi2,0.03,0.9587884431492354,0.9654897457881955,0.01,0.78,rbf,3,True,0.024904102087020874
pi2,SVR(kernel='linear'),0.96,0.02,0.69,pi4,0.02,0.9861993159133063,0.9870982790501437,0.01,0.96,linear,3,True,0.024904102087020874
pi4,SVR(kernel='linear'),0.99,0.02,0.76,pi2,0.02,0.9636238882670161,0.9648300537650997,0.01,0.78,linear,3,True,0.024904102087020874
