model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.49,pi3,0.07,0.9201415032038692,0.981873181135872,0.03,0.75,rbf,1,True,0.054740349451700844
pi3,SVR(C=0.1),0.98,0.13,1.97,pi2,0.05,0.9346100272403655,0.9918785074637104,0.03,0.66,rbf,1,True,0.054740349451700844
pi3,SVR(C=0.1),0.98,0.13,1.97,pi4,0.08,0.9035262876047997,0.958287804424113,0.05,0.34,rbf,1,True,0.054740349451700844
pi4,SVR(C=10),0.96,0.13,1.54,pi3,0.01,0.9529643135330161,0.981873181135872,0.05,0.91,rbf,1,True,0.054740349451700844
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.25,pi3,0.06,0.9331558829684747,0.9330787143417353,0.03,0.75,linear,1,True,0.054740349451700844
pi3,"SVR(C=10, kernel='linear')",0.93,0.16,1.69,pi2,0.05,0.9863926721951408,0.9887798840952549,0.03,0.66,linear,1,True,0.054740349451700844
pi3,"SVR(C=10, kernel='linear')",0.93,0.16,1.69,pi4,0.03,0.9060010321241402,0.9026523388909029,0.05,0.34,linear,1,True,0.054740349451700844
pi4,SVR(kernel='linear'),0.9,0.09,1.6,pi3,0.03,0.9303424179980171,0.9330787143417353,0.05,0.91,linear,1,True,0.054740349451700844
pi2,SVR(),0.88,0.07,1.01,pi3,0.57,0.3066224333294839,0.6748981326434063,0.03,0.33,rbf,2,True,0.046457131703694664
pi3,"SVR(C=10, epsilon=0.5)",0.67,0.05,1.81,pi2,3.68,-3.002194596021253,0.8771439306518521,0.03,0.8,rbf,2,True,0.046457131703694664
pi2,"SVR(C=0.1, kernel='linear')",0.8,0.02,0.98,pi3,0.53,0.27443193694752077,0.46217090681479334,0.03,0.33,linear,2,True,0.046457131703694664
pi3,"SVR(C=10, kernel='linear')",0.46,0.08,1.47,pi2,0.52,-0.05896953474862521,0.7999005396080971,0.03,0.8,linear,2,True,0.046457131703694664
pi2,SVR(),0.96,0.03,0.75,pi4,0.02,0.9789229533408638,0.9882845250166519,0.02,0.95,rbf,3,True,0.018716782331466675
pi4,SVR(C=10),0.99,0.03,0.84,pi2,0.04,0.9516514029670915,0.9561518700960994,0.02,0.82,rbf,3,True,0.018716782331466675
pi2,"SVR(C=10, kernel='linear')",0.96,0.02,0.63,pi4,0.03,0.9860500281951537,0.9860538048518924,0.02,0.95,linear,3,True,0.018716782331466675
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.65,pi2,0.03,0.9559646560528036,0.9566287885243483,0.02,0.82,linear,3,True,0.018716782331466675
