model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.37,pi3,0.05,0.9459513986814857,0.9834402560044897,0.03,0.78,rbf,1,True,0.056361536184946694
pi3,SVR(),0.98,0.08,1.37,pi2,0.04,0.9457430616157573,0.9915200192621936,0.03,0.65,rbf,1,True,0.056361536184946694
pi3,SVR(),0.98,0.08,1.37,pi4,0.06,0.9205056090031999,0.959357486496234,0.06,0.33,rbf,1,True,0.056361536184946694
pi4,SVR(C=10),0.96,0.11,1.5,pi3,0.0,0.9637549355512228,0.9834402560044897,0.06,0.96,rbf,1,True,0.056361536184946694
pi2,SVR(kernel='linear'),0.99,0.06,1.39,pi3,0.04,0.9515620410542314,0.9524358644544422,0.03,0.78,linear,1,True,0.056361536184946694
pi3,SVR(kernel='linear'),0.95,0.08,1.37,pi2,0.03,0.9836652315377146,0.9878098833907394,0.03,0.65,linear,1,True,0.056361536184946694
pi3,SVR(kernel='linear'),0.95,0.08,1.37,pi4,0.03,0.9221792121084049,0.9169736577791867,0.06,0.33,linear,1,True,0.056361536184946694
pi4,SVR(kernel='linear'),0.92,0.06,1.37,pi3,0.03,0.9499307487903088,0.9524358644544422,0.06,0.96,linear,1,True,0.056361536184946694
pi2,SVR(),0.82,0.07,1.05,pi3,0.39,0.43513905936700037,0.7222292989992423,0.03,0.32,rbf,2,True,0.04506333669026693
pi3,"SVR(C=1, epsilon=0.5)",0.72,0.02,1.62,pi2,0.9,-0.18045969306951792,0.8206468359342393,0.03,0.74,rbf,2,True,0.04506333669026693
pi2,SVR(kernel='linear'),0.74,0.05,1.13,pi3,0.29,0.4466260925275384,0.6270524749634591,0.03,0.32,linear,2,True,0.04506333669026693
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.63,0.02,1.45,pi2,0.48,0.1483810219410906,0.7412569614717484,0.03,0.74,linear,2,True,0.04506333669026693
pi2,SVR(),0.96,0.05,0.79,pi4,0.01,0.9756905957101764,0.9872183290923849,0.01,0.97,rbf,3,True,0.014056175947189331
pi4,SVR(C=10),0.99,0.02,0.68,pi2,0.03,0.9574968042949532,0.9621248020610423,0.01,0.85,rbf,3,True,0.014056175947189331
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.62,pi4,0.02,0.9850456058362855,0.9850454259907505,0.01,0.97,linear,3,True,0.014056175947189331
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.57,pi2,0.02,0.9620559145161467,0.9612882605954811,0.01,0.85,linear,3,True,0.014056175947189331
