model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.47,pi3,0.06,0.9270035412965049,0.9843067761091953,0.04,0.78,rbf,1,True,0.05944822231928507
pi3,SVR(C=0.1),0.98,0.09,1.65,pi2,0.05,0.9361569804809872,0.9908719528401729,0.04,0.66,rbf,1,True,0.05944822231928507
pi3,SVR(C=0.1),0.98,0.09,1.65,pi4,0.09,0.8906171876520138,0.9546775124535685,0.05,0.3,rbf,1,True,0.05944822231928507
pi4,SVR(C=10),0.95,0.21,1.89,pi3,0.0,0.9510539349672822,0.9843067761091953,0.05,0.99,rbf,1,True,0.05944822231928507
pi2,SVR(kernel='linear'),0.99,0.07,1.45,pi3,0.05,0.9336103738771898,0.9331175378324476,0.04,0.78,linear,1,True,0.05944822231928507
pi3,"SVR(C=0.1, kernel='linear')",0.93,0.07,1.55,pi2,0.05,0.9873048528948888,0.9881455849396348,0.04,0.66,linear,1,True,0.05944822231928507
pi3,"SVR(C=0.1, kernel='linear')",0.93,0.07,1.55,pi4,0.02,0.9112947877523662,0.9063967342006382,0.05,0.3,linear,1,True,0.05944822231928507
pi4,SVR(kernel='linear'),0.91,0.08,1.71,pi3,0.02,0.9298043942962925,0.9331175378324476,0.05,0.99,linear,1,True,0.05944822231928507
pi2,SVR(),0.85,0.06,1.08,pi3,0.41,0.4410972059104188,0.7568788487963691,0.03,0.36,rbf,2,True,0.045165881514549255
pi2,SVR(),0.85,0.06,1.08,pi4,1.2,-0.3485716038828779,0.43662264777409276,0.04,0.23,rbf,2,True,0.045165881514549255
pi3,SVR(),0.76,0.09,1.35,pi2,0.34,0.4199874442702357,0.8501438853089422,0.03,0.68,rbf,2,True,0.045165881514549255
pi3,SVR(),0.76,0.09,1.35,pi5,0.37,0.3843431191948975,0.4555611942732314,0.05,0.78,rbf,2,True,0.045165881514549255
pi4,"SVR(C=1, epsilon=0.5)",0.44,0.04,1.4,pi2,2.64,-2.207932702699383,0.8501438853089422,0.04,0.7,rbf,2,True,0.045165881514549255
pi5,SVR(),0.46,0.07,1.39,pi3,0.2,0.6508895476045792,0.7568788487963691,0.05,0.91,rbf,2,True,0.045165881514549255
pi2,SVR(kernel='linear'),0.79,0.05,1.27,pi3,0.28,0.5097501175591868,0.6970056505183984,0.03,0.36,linear,2,True,0.045165881514549255
pi2,SVR(kernel='linear'),0.79,0.05,1.27,pi4,0.88,-0.0838186324633039,-0.0021735400284996764,0.04,0.23,linear,2,True,0.045165881514549255
pi3,SVR(kernel='linear'),0.7,0.06,1.34,pi2,0.3,0.39902900423145204,0.7938456527024405,0.03,0.68,linear,2,True,0.045165881514549255
pi3,SVR(kernel='linear'),0.7,0.06,1.34,pi5,0.31,0.3902235585490331,0.40132825123879323,0.05,0.78,linear,2,True,0.045165881514549255
pi4,SVR(kernel='linear'),-0.0,0.09,2.39,pi2,0.07,-0.07639519534726702,0.7938456527024405,0.04,0.7,linear,2,True,0.045165881514549255
pi5,SVR(kernel='linear'),0.4,0.07,2.18,pi3,0.29,0.6916703808609963,0.6970056505183984,0.05,0.91,linear,2,True,0.045165881514549255
pi2,SVR(),0.96,0.04,0.85,pi4,0.02,0.9753475120406754,0.9909341750703676,0.03,0.93,rbf,3,True,0.04041367769241333
pi4,SVR(C=10),0.99,0.02,0.78,pi2,0.04,0.9522917986689867,0.9570075938853018,0.03,0.81,rbf,3,True,0.04041367769241333
pi2,SVR(kernel='linear'),0.96,0.02,0.68,pi4,0.03,0.9862366663468282,0.9859560177315138,0.03,0.93,linear,3,True,0.04041367769241333
pi4,SVR(kernel='linear'),0.99,0.02,0.67,pi2,0.03,0.9583392765590127,0.958229053609888,0.03,0.81,linear,3,True,0.04041367769241333
