model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.06,0.59,pi3,0.05,0.9447026346856552,0.9851445724079583,0.03,0.79,rbf,1,True,0.03133771816889445
pi3,SVR(),0.99,0.05,0.58,pi2,0.04,0.943977767191887,0.9923060230640952,0.03,0.64,rbf,1,True,0.03133771816889445
pi3,SVR(),0.99,0.05,0.58,pi4,0.07,0.912517365242439,0.9732502611965178,0.03,0.32,rbf,1,True,0.03133771816889445
pi4,SVR(C=10),0.97,0.03,0.54,pi3,0.02,0.9524217426793771,0.9851445724079583,0.03,0.93,rbf,1,True,0.03133771816889445
pi2,SVR(kernel='linear'),0.99,0.02,0.53,pi3,0.04,0.9525556115370987,0.9528406407209239,0.03,0.79,linear,1,True,0.03133771816889445
pi3,"SVR(C=0.1, kernel='linear')",0.95,0.02,0.54,pi2,0.03,0.9873190915032471,0.98899475480279,0.03,0.64,linear,1,True,0.03133771816889445
pi3,"SVR(C=0.1, kernel='linear')",0.95,0.02,0.54,pi4,0.0,0.9565737835645788,0.9594107997786696,0.03,0.32,linear,1,True,0.03133771816889445
pi4,SVR(kernel='linear'),0.96,0.01,0.44,pi3,0.02,0.9442010762152854,0.9528406407209239,0.03,0.93,linear,1,True,0.03133771816889445
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,0.02,0.54,pi3,0.02,0.3431198440865981,0.5588968971811743,0.03,0.37,rbf,2,True,0.03325823942820231
pi3,"SVR(C=1, epsilon=0.5)",0.56,0.01,0.8,pi2,0.16,0.39689665145069275,0.3202084806876997,0.03,0.77,rbf,2,True,0.03325823942820231
pi3,"SVR(C=1, epsilon=0.5)",0.56,0.01,0.8,pi5,0.4,0.1577357131485464,0.5063184159836834,0.03,0.76,rbf,2,True,0.03325823942820231
pi5,SVR(C=10),0.51,0.04,0.6,pi3,0.13,0.37908124490065676,0.5588968971811743,0.03,0.85,rbf,2,True,0.03325823942820231
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.26,0.0,0.65,pi3,0.05,0.3037587347199566,0.3980147742833483,0.03,0.37,linear,2,True,0.03325823942820231
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.4,0.0,0.58,pi2,0.16,0.23911122653274164,0.2586486911526258,0.03,0.77,linear,2,True,0.03325823942820231
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.4,0.0,0.58,pi5,0.05,0.44897134985490383,0.4572165989998074,0.03,0.76,linear,2,True,0.03325823942820231
pi5,"SVR(C=0.1, kernel='linear')",0.46,0.02,0.72,pi3,0.08,0.3734026462843125,0.3980147742833483,0.03,0.85,linear,2,True,0.03325823942820231
pi2,SVR(),0.96,0.01,0.47,pi4,0.02,0.9777868593471776,0.9895829727517742,0.01,0.95,rbf,3,True,0.016300588846206665
pi4,SVR(C=10),0.99,0.01,0.37,pi2,0.04,0.949312739560872,0.9592029931109697,0.01,0.74,rbf,3,True,0.016300588846206665
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.34,pi4,0.02,0.9849296166851544,0.9856275890868867,0.01,0.95,linear,3,True,0.016300588846206665
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.34,pi2,0.03,0.9593409800484731,0.9605380858284165,0.01,0.74,linear,3,True,0.016300588846206665
