model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.47,pi3,0.07,0.9186555561276001,0.9822477982751374,0.05,0.76,rbf,1,True,0.05433406432469686
pi3,SVR(C=10),0.98,0.14,1.86,pi2,0.05,0.9343167058648845,0.9913098697927248,0.05,0.63,rbf,1,True,0.05433406432469686
pi3,SVR(C=10),0.98,0.14,1.86,pi4,0.07,0.917060215884462,0.9515476702208597,0.04,0.33,rbf,1,True,0.05433406432469686
pi4,SVR(),0.95,0.09,1.6,pi3,0.0,0.953514321039946,0.9822477982751374,0.04,0.91,rbf,1,True,0.05433406432469686
pi2,SVR(kernel='linear'),0.99,0.06,1.37,pi3,0.06,0.9323772051294756,0.9309349057897612,0.05,0.76,linear,1,True,0.05433406432469686
pi3,SVR(kernel='linear'),0.93,0.1,1.62,pi2,0.05,0.9853724004431009,0.9876475747359323,0.05,0.63,linear,1,True,0.05433406432469686
pi3,SVR(kernel='linear'),0.93,0.1,1.62,pi4,0.02,0.9099208666468286,0.9055589201936008,0.04,0.33,linear,1,True,0.05433406432469686
pi4,SVR(kernel='linear'),0.91,0.08,1.89,pi3,0.02,0.9280831372056871,0.9309349057897612,0.04,0.91,linear,1,True,0.05433406432469686
pi2,SVR(C=10),0.35,0.08,1.26,pi3,0.16,0.1880446374798419,0.5729345688244071,0.02,0.38,rbf,2,True,0.037576874097188316
pi3,"SVR(C=10, epsilon=0.5)",0.57,0.03,1.61,pi2,0.38,0.19152493199936582,0.35090526688895474,0.02,0.82,rbf,2,True,0.037576874097188316
pi3,"SVR(C=10, epsilon=0.5)",0.57,0.03,1.61,pi5,0.47,0.10046443169145569,0.33247549469972393,0.03,0.83,rbf,2,True,0.037576874097188316
pi5,"SVR(C=10, epsilon=0.5)",0.33,0.03,1.62,pi3,0.11,0.2187795273417349,0.5729345688244071,0.03,0.82,rbf,2,True,0.037576874097188316
pi2,"SVR(C=0.1, kernel='linear')",0.32,0.04,1.81,pi3,0.1,0.22830957500749471,0.4220238220225888,0.02,0.38,linear,2,True,0.037576874097188316
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.42,0.01,1.57,pi2,0.24,0.1774462006002191,0.32414895789902476,0.02,0.82,linear,2,True,0.037576874097188316
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.42,0.01,1.57,pi5,0.23,0.18735984701342534,0.19975213934955238,0.03,0.83,linear,2,True,0.037576874097188316
pi5,"SVR(C=0.01, kernel='linear')",0.2,0.03,1.6,pi3,0.22,0.41968162333857606,0.4220238220225888,0.03,0.82,linear,2,True,0.037576874097188316
pi2,SVR(),0.97,0.05,0.83,pi4,0.01,0.9780859121013206,0.9888100065091934,0.01,0.94,rbf,3,True,0.012628883123397827
pi4,SVR(C=10),0.99,0.02,0.76,pi2,0.03,0.9576801194160628,0.9656511578060826,0.01,0.77,rbf,3,True,0.012628883123397827
pi2,"SVR(C=0.1, kernel='linear')",0.97,0.01,0.67,pi4,0.02,0.9855644792344853,0.985524263674038,0.01,0.94,linear,3,True,0.012628883123397827
pi4,SVR(kernel='linear'),0.99,0.01,0.61,pi2,0.02,0.967254696520989,0.9669590144827572,0.01,0.77,linear,3,True,0.012628883123397827
