model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.48,pi3,0.07,0.9220677018726101,0.980753436376736,0.04,0.75,rbf,1,True,0.04836424191792806
pi3,SVR(),0.98,0.12,1.82,pi2,0.06,0.924229397077727,0.9915314253185928,0.04,0.6,rbf,1,True,0.04836424191792806
pi3,SVR(),0.98,0.12,1.82,pi4,0.09,0.889485484073137,0.9615681821812597,0.04,0.33,rbf,1,True,0.04836424191792806
pi4,SVR(C=10),0.96,0.18,2.03,pi3,0.02,0.9393494412231307,0.980753436376736,0.04,0.99,rbf,1,True,0.04836424191792806
pi2,SVR(kernel='linear'),0.99,0.08,1.64,pi3,0.06,0.9307973464680404,0.9298494660309996,0.04,0.75,linear,1,True,0.04836424191792806
pi3,"SVR(C=10, kernel='linear')",0.93,0.21,1.79,pi2,0.06,0.9855435447409141,0.9878817503347143,0.04,0.6,linear,1,True,0.04836424191792806
pi3,"SVR(C=10, kernel='linear')",0.93,0.21,1.79,pi4,0.02,0.9140604300895863,0.9093361408891134,0.04,0.33,linear,1,True,0.04836424191792806
pi4,SVR(kernel='linear'),0.91,0.08,1.85,pi3,0.02,0.927184816784975,0.9298494660309996,0.04,0.99,linear,1,True,0.04836424191792806
pi2,"SVR(C=0.1, epsilon=0.5)",0.33,0.03,1.62,pi3,0.03,0.3593255250140883,0.5710949731172312,0.04,0.34,rbf,2,True,0.04122740775346756
pi3,"SVR(C=1, epsilon=0.5)",0.57,0.02,1.54,pi2,0.25,0.31882276735059323,0.33285538997306596,0.04,0.74,rbf,2,True,0.04122740775346756
pi3,"SVR(C=1, epsilon=0.5)",0.57,0.02,1.54,pi5,0.17,0.4055861897569645,0.9098675711790595,0.03,0.81,rbf,2,True,0.04122740775346756
pi5,SVR(),0.91,0.06,1.17,pi3,0.52,0.3932684771954428,0.5710949731172312,0.03,0.76,rbf,2,True,0.04122740775346756
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.24,0.02,2.51,pi3,0.13,0.36934420832143267,0.409834836579402,0.04,0.34,linear,2,True,0.04122740775346756
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.41,0.03,1.57,pi2,0.16,0.2522861360717683,0.24350882634996096,0.04,0.74,linear,2,True,0.04122740775346756
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.41,0.03,1.57,pi5,0.37,0.7764332231683349,0.8026968530880134,0.03,0.81,linear,2,True,0.04122740775346756
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.8,0.02,1.35,pi3,0.52,0.28689391428514754,0.409834836579402,0.03,0.76,linear,2,True,0.04122740775346756
