model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.5,pi3,0.07,0.9240015198615921,0.9837212144079418,0.04,0.72,rbf,1,True,0.046651323636372886
pi3,SVR(C=10),0.98,0.16,1.82,pi2,0.05,0.9372458406093495,0.9901611483717875,0.04,0.66,rbf,1,True,0.046651323636372886
pi3,SVR(C=10),0.98,0.16,1.82,pi4,0.06,0.9243942441924227,0.9613624759447159,0.03,0.33,rbf,1,True,0.046651323636372886
pi4,SVR(C=10),0.96,0.11,1.5,pi3,0.01,0.9486534304940869,0.9837212144079418,0.03,0.96,rbf,1,True,0.046651323636372886
pi2,SVR(kernel='linear'),0.99,0.07,1.42,pi3,0.05,0.9357744444506305,0.9361144911841509,0.04,0.72,linear,1,True,0.046651323636372886
pi3,"SVR(C=10, kernel='linear')",0.94,0.19,1.86,pi2,0.05,0.9853067301023619,0.9870821027448673,0.04,0.66,linear,1,True,0.046651323636372886
pi3,"SVR(C=10, kernel='linear')",0.94,0.19,1.86,pi4,0.01,0.922476521051635,0.9121628179860455,0.03,0.33,linear,1,True,0.046651323636372886
pi4,"SVR(C=10, kernel='linear')",0.91,0.17,1.54,pi3,0.01,0.9263117554623184,0.9361144911841509,0.03,0.96,linear,1,True,0.046651323636372886
pi2,SVR(C=10),0.37,0.05,1.07,pi3,0.13,0.23874756138799025,0.5589416285797457,0.02,0.34,rbf,2,True,0.03478133678436279
pi3,"SVR(C=10, epsilon=0.5)",0.56,0.03,1.5,pi2,0.41,0.14524366098994057,0.3657257172988867,0.02,0.85,rbf,2,True,0.03478133678436279
pi3,"SVR(C=10, epsilon=0.5)",0.56,0.03,1.5,pi5,0.15,0.7119973538270769,0.9007407220324767,0.03,0.8,rbf,2,True,0.03478133678436279
pi5,SVR(),0.9,0.08,1.45,pi3,0.47,0.42710374527481454,0.5589416285797457,0.03,0.89,rbf,2,True,0.03478133678436279
pi2,SVR(kernel='linear'),0.32,0.04,1.29,pi3,0.08,0.2371699887813824,0.4247109115722014,0.02,0.34,linear,2,True,0.03478133678436279
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.42,0.01,1.48,pi2,0.22,0.20405590134008245,0.3174097547202108,0.02,0.85,linear,2,True,0.03478133678436279
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.42,0.01,1.48,pi5,0.36,0.7865434826145359,0.8013349996682668,0.03,0.8,linear,2,True,0.03478133678436279
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.8,0.01,1.57,pi3,0.43,0.37572839013965775,0.4247109115722014,0.03,0.89,linear,2,True,0.03478133678436279
pi2,SVR(C=10),0.96,0.04,0.91,pi4,0.02,0.9801841297893121,0.9870527154936048,0.02,0.99,rbf,3,True,0.020577996969223022
pi4,SVR(C=10),0.99,0.03,0.75,pi2,0.03,0.9541991568841064,0.9623231972482478,0.02,0.79,rbf,3,True,0.020577996969223022
pi2,SVR(kernel='linear'),0.96,0.02,0.73,pi4,0.02,0.9832240315989582,0.9826097351431945,0.02,0.99,linear,3,True,0.020577996969223022
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.02,0.71,pi2,0.02,0.9608977243985289,0.9614383204326882,0.02,0.79,linear,3,True,0.020577996969223022
