model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.13,1.55,pi3,0.07,0.9251174651873286,0.9824096196559778,0.03,0.71,rbf,1,True,0.03802694876988729
pi3,SVR(C=10),0.98,0.15,1.74,pi2,0.05,0.9354484841216998,0.9912557897587225,0.03,0.63,rbf,1,True,0.03802694876988729
pi3,SVR(C=10),0.98,0.15,1.74,pi4,0.09,0.8881886718410381,0.9569493880268604,0.03,0.34,rbf,1,True,0.03802694876988729
pi4,SVR(C=10),0.96,0.15,1.63,pi3,0.01,0.9512897518591815,0.9824096196559778,0.03,0.95,rbf,1,True,0.03802694876988729
pi2,SVR(kernel='linear'),0.99,0.08,1.5,pi3,0.06,0.932624837393802,0.9329245520708233,0.03,0.71,linear,1,True,0.03802694876988729
pi3,SVR(kernel='linear'),0.93,0.12,1.81,pi2,0.06,0.9880318172375105,0.9883818500906352,0.03,0.63,linear,1,True,0.03802694876988729
pi3,SVR(kernel='linear'),0.93,0.12,1.81,pi4,0.02,0.9142115386695867,0.9058854557229629,0.03,0.34,linear,1,True,0.03802694876988729
pi4,SVR(kernel='linear'),0.91,0.09,1.94,pi3,0.02,0.9231147996286295,0.9329245520708233,0.03,0.95,linear,1,True,0.03802694876988729
pi2,"SVR(C=1, epsilon=0.5)",0.3,0.03,1.45,pi3,0.12,0.4176879715220684,0.721782109319119,0.03,0.32,rbf,2,True,0.044153292973836265
pi3,SVR(),0.72,0.11,1.76,pi2,0.47,0.2472359396205529,0.2959068620504993,0.03,0.77,rbf,2,True,0.044153292973836265
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.23,0.01,1.73,pi3,0.32,0.5414446074763155,0.613069062944075,0.03,0.32,linear,2,True,0.044153292973836265
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.61,0.03,1.6,pi2,0.43,0.17843954412878504,0.22543198053710523,0.03,0.77,linear,2,True,0.044153292973836265
pi2,SVR(),0.96,0.03,0.88,pi4,0.02,0.9772966328951089,0.9872290865480637,0.02,0.99,rbf,3,True,0.019237548112869263
pi4,SVR(C=10),0.99,0.03,0.77,pi2,0.03,0.9563863374730485,0.9587935616526189,0.02,0.82,rbf,3,True,0.019237548112869263
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.77,pi4,0.03,0.9817631117658507,0.981765249993586,0.02,0.99,linear,3,True,0.019237548112869263
pi4,SVR(kernel='linear'),0.98,0.02,0.73,pi2,0.03,0.9564028850070243,0.9561293851531627,0.02,0.82,linear,3,True,0.019237548112869263
