model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.04,0.68,pi3,0.06,0.9290172662950895,0.983505210390631,0.06,0.66,rbf,1,True,0.06163565317789713
pi3,SVR(),0.98,0.05,0.7,pi2,0.04,0.9392592441372012,0.9918460703550966,0.06,0.74,rbf,1,True,0.06163565317789713
pi3,SVR(),0.98,0.05,0.7,pi4,0.06,0.9196047985213911,0.9634772131697421,0.03,0.33,rbf,1,True,0.06163565317789713
pi4,SVR(C=10),0.96,0.04,0.62,pi3,0.02,0.944091848885458,0.983505210390631,0.03,0.96,rbf,1,True,0.06163565317789713
pi2,SVR(kernel='linear'),0.99,0.03,0.52,pi3,0.05,0.9357568747280978,0.936175633375199,0.06,0.66,linear,1,True,0.06163565317789713
pi3,SVR(kernel='linear'),0.94,0.03,0.78,pi2,0.05,0.9881531187950223,0.9888390779811788,0.06,0.74,linear,1,True,0.06163565317789713
pi3,SVR(kernel='linear'),0.94,0.03,0.78,pi4,0.0,0.932631388537727,0.9253101131106789,0.03,0.33,linear,1,True,0.06163565317789713
pi4,SVR(kernel='linear'),0.93,0.03,0.61,pi3,0.0,0.9255468879046621,0.936175633375199,0.03,0.96,linear,1,True,0.06163565317789713
pi2,SVR(),0.82,0.04,0.48,pi3,0.4,0.4204144434885452,0.7042419890209564,0.03,0.33,rbf,2,True,0.04211544990539551
pi3,"SVR(C=1, epsilon=0.5)",0.7,0.01,0.86,pi2,0.61,0.0901255771452234,0.8182538600083956,0.03,0.84,rbf,2,True,0.04211544990539551
pi2,SVR(kernel='linear'),0.74,0.02,0.49,pi3,0.3,0.4454118261240322,0.6145379387486567,0.03,0.33,linear,2,True,0.04211544990539551
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.61,0.01,0.77,pi2,0.46,0.1509765788148556,0.7438617650924524,0.03,0.84,linear,2,True,0.04211544990539551
