model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.56,pi3,0.06,0.9341740595638528,0.9843528478676236,0.04,0.76,rbf,1,True,0.044105847676595054
pi3,SVR(C=10),0.98,0.18,1.87,pi2,0.04,0.942221580268683,0.9909032733494262,0.04,0.64,rbf,1,True,0.044105847676595054
pi3,SVR(C=10),0.98,0.18,1.87,pi4,0.06,0.9262469211719443,0.9605256532811196,0.04,0.35,rbf,1,True,0.044105847676595054
pi4,SVR(C=10),0.96,0.15,1.6,pi3,0.0,0.9592812556898835,0.9843528478676236,0.04,0.93,rbf,1,True,0.044105847676595054
pi2,SVR(kernel='linear'),0.99,0.07,1.4,pi3,0.05,0.9418585349582805,0.9413533936172132,0.04,0.76,linear,1,True,0.044105847676595054
pi3,"SVR(C=0.1, kernel='linear')",0.94,0.07,1.64,pi2,0.04,0.9862669572100053,0.9880635655106792,0.04,0.64,linear,1,True,0.044105847676595054
pi3,"SVR(C=0.1, kernel='linear')",0.94,0.07,1.64,pi4,0.02,0.9203321957307178,0.9134130836386212,0.04,0.35,linear,1,True,0.044105847676595054
pi4,SVR(kernel='linear'),0.91,0.1,1.78,pi3,0.02,0.936048407147069,0.9413533936172132,0.04,0.93,linear,1,True,0.044105847676595054
pi2,SVR(),0.83,0.05,1.0,pi3,0.37,0.4529319925235873,0.7678251410890036,0.03,0.38,rbf,2,True,0.03916668891906738
pi3,SVR(),0.77,0.11,1.53,pi2,0.43,0.34243678578504066,0.8256145506205428,0.03,0.83,rbf,2,True,0.03916668891906738
pi3,SVR(),0.77,0.11,1.53,pi5,0.5,0.26840383811630564,0.35775313176161816,0.03,0.77,rbf,2,True,0.03916668891906738
pi5,SVR(),0.36,0.08,1.56,pi3,0.34,0.7015262136320768,0.7678251410890036,0.03,0.91,rbf,2,True,0.03916668891906738
pi2,"SVR(C=10, kernel='linear')",0.75,0.11,1.18,pi3,0.26,0.4908618982293611,0.6956306742729851,0.03,0.38,linear,2,True,0.03916668891906738
pi3,SVR(kernel='linear'),0.7,0.06,1.42,pi2,0.3,0.39472887966233283,0.7482653512516635,0.03,0.83,linear,2,True,0.03916668891906738
pi3,SVR(kernel='linear'),0.7,0.06,1.42,pi5,0.37,0.32603210980143216,0.33279978945235367,0.03,0.77,linear,2,True,0.03916668891906738
pi5,SVR(kernel='linear'),0.33,0.07,1.61,pi3,0.35,0.6864421772594826,0.6956306742729851,0.03,0.91,linear,2,True,0.03916668891906738
pi2,SVR(),0.96,0.04,0.92,pi4,0.02,0.9828545161692752,0.9882952407162942,0.01,0.99,rbf,3,True,0.015820831060409546
pi4,SVR(C=10),0.99,0.02,0.76,pi2,0.03,0.9574582274755695,0.9643068756595558,0.01,0.76,rbf,3,True,0.015820831060409546
pi2,SVR(kernel='linear'),0.96,0.02,0.76,pi4,0.02,0.9847499375435954,0.9841519370580412,0.01,0.99,linear,3,True,0.015820831060409546
pi4,SVR(kernel='linear'),0.98,0.01,0.66,pi2,0.02,0.9632169034452425,0.964772631369735,0.01,0.76,linear,3,True,0.015820831060409546
