model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.47,pi3,0.05,0.9425427798435221,0.9837458652668674,0.03,0.73,rbf,1,True,0.047422170639038086
pi3,SVR(),0.98,0.07,1.43,pi2,0.03,0.9505921555152957,0.9926882749439406,0.03,0.69,rbf,1,True,0.047422170639038086
pi3,SVR(),0.98,0.07,1.43,pi4,0.06,0.9244882295856464,0.9565408525927876,0.04,0.36,rbf,1,True,0.047422170639038086
pi4,SVR(),0.96,0.08,1.46,pi3,0.01,0.9651292984873021,0.9837458652668674,0.04,0.92,rbf,1,True,0.047422170639038086
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.04,1.52,pi3,0.04,0.9479452853994434,0.9481064814204524,0.03,0.73,linear,1,True,0.047422170639038086
pi3,"SVR(C=0.1, kernel='linear')",0.95,0.06,1.6,pi2,0.04,0.98796350735461,0.9901818661787297,0.03,0.69,linear,1,True,0.047422170639038086
pi3,"SVR(C=0.1, kernel='linear')",0.95,0.06,1.6,pi4,0.03,0.9200250084002651,0.9136141268205645,0.04,0.36,linear,1,True,0.047422170639038086
pi4,"SVR(C=10, kernel='linear')",0.91,0.18,1.54,pi3,0.03,0.943412315928241,0.9481064814204524,0.04,0.92,linear,1,True,0.047422170639038086
pi2,SVR(),0.81,0.08,1.01,pi3,0.65,0.1646108859080322,0.5772275677129857,0.03,0.34,rbf,2,True,0.03375562032063802
pi3,"SVR(C=1, epsilon=0.5)",0.58,0.03,1.57,pi2,1.5,-0.9178859506349042,0.810507936008601,0.03,0.83,rbf,2,True,0.03375562032063802
pi3,"SVR(C=1, epsilon=0.5)",0.58,0.03,1.57,pi5,0.47,0.10576998123168768,0.3219178522683299,0.03,0.76,rbf,2,True,0.03375562032063802
pi5,"SVR(C=1, epsilon=0.5)",0.32,0.02,1.5,pi3,0.04,0.2820705121718118,0.5772275677129857,0.03,0.88,rbf,2,True,0.03375562032063802
pi2,"SVR(C=10, kernel='linear')",0.75,0.12,1.14,pi3,0.56,0.1840799315627334,0.42564801591627666,0.03,0.34,linear,2,True,0.03375562032063802
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.03,1.47,pi2,0.56,-0.1325708423724017,0.746859292105695,0.03,0.83,linear,2,True,0.03375562032063802
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.03,1.47,pi5,0.17,0.257255993293218,0.2679565335323506,0.03,0.76,linear,2,True,0.03375562032063802
pi5,"SVR(C=0.1, kernel='linear')",0.27,0.04,2.05,pi3,0.13,0.39938262663667157,0.42564801591627666,0.03,0.88,linear,2,True,0.03375562032063802
pi2,SVR(),0.96,0.03,0.76,pi4,0.01,0.9773340957897705,0.9874303817598477,0.02,0.98,rbf,3,True,0.018249839544296265
pi4,SVR(C=10),0.99,0.02,0.66,pi2,0.02,0.9635782612184117,0.9646664914402471,0.02,0.88,rbf,3,True,0.018249839544296265
pi2,SVR(kernel='linear'),0.97,0.01,0.63,pi4,0.02,0.9846895158546807,0.9849471652226467,0.02,0.98,linear,3,True,0.018249839544296265
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.54,pi2,0.02,0.9666466464963442,0.9653823724048928,0.02,0.88,linear,3,True,0.018249839544296265
