model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.44,pi3,0.05,0.9418629470678715,0.982435986956802,0.02,0.77,rbf,1,True,0.05469954013824463
pi3,SVR(C=10),0.98,0.29,2.82,pi2,0.04,0.943395531942746,0.9917948573445922,0.02,0.73,rbf,1,True,0.05469954013824463
pi3,SVR(C=10),0.98,0.29,2.82,pi4,0.05,0.9332383753708691,0.9643404914387255,0.06,0.37,rbf,1,True,0.05469954013824463
pi4,SVR(C=10),0.96,0.12,2.38,pi3,0.01,0.9571747717720895,0.982435986956802,0.06,0.95,rbf,1,True,0.05469954013824463
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.05,1.49,pi3,0.04,0.9501437247875142,0.9500812528038046,0.02,0.77,linear,1,True,0.05469954013824463
pi3,SVR(kernel='linear'),0.95,0.08,1.58,pi2,0.04,0.9866218687516402,0.9889589216131828,0.02,0.73,linear,1,True,0.05469954013824463
pi3,SVR(kernel='linear'),0.95,0.08,1.58,pi4,0.05,0.9044319091680828,0.9013520663306471,0.06,0.37,linear,1,True,0.05469954013824463
pi4,SVR(kernel='linear'),0.9,0.11,1.75,pi3,0.05,0.9485610716255871,0.9500812528038046,0.06,0.95,linear,1,True,0.05469954013824463
pi2,"SVR(C=1, epsilon=0.5)",0.34,0.02,1.5,pi3,0.02,0.3215474701030673,0.5599198407778356,0.03,0.34,rbf,2,True,0.035279552141825356
pi3,"SVR(C=1, epsilon=0.5)",0.56,0.03,1.56,pi2,0.27,0.2865958027230121,0.34147081086038167,0.03,0.76,rbf,2,True,0.035279552141825356
pi3,"SVR(C=1, epsilon=0.5)",0.56,0.03,1.56,pi5,0.48,0.07889914739515624,0.49399374628640536,0.02,0.82,rbf,2,True,0.035279552141825356
pi5,SVR(),0.49,0.08,1.49,pi3,0.13,0.36527668187128093,0.5599198407778356,0.02,0.84,rbf,2,True,0.035279552141825356
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.26,0.04,2.26,pi3,0.13,0.38877837044956876,0.42599051729634885,0.03,0.34,linear,2,True,0.035279552141825356
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.03,1.81,pi2,0.16,0.2632780649192794,0.2596220594892986,0.03,0.76,linear,2,True,0.035279552141825356
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.03,1.81,pi5,0.01,0.4190997096842177,0.4223928611172698,0.02,0.82,linear,2,True,0.035279552141825356
pi5,SVR(kernel='linear'),0.42,0.07,2.0,pi3,0.01,0.4076112258912603,0.42599051729634885,0.02,0.84,linear,2,True,0.035279552141825356
pi2,SVR(C=10),0.96,0.03,0.78,pi4,0.01,0.9714888730752818,0.9875896844360312,0.01,0.96,rbf,3,True,0.013659119606018066
pi4,SVR(C=10),0.99,0.03,0.71,pi2,0.03,0.9615330018840934,0.9640534474540112,0.01,0.85,rbf,3,True,0.013659119606018066
pi2,SVR(kernel='linear'),0.96,0.01,0.66,pi4,0.02,0.9834816762230194,0.9832052006145715,0.01,0.96,linear,3,True,0.013659119606018066
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.65,pi2,0.02,0.9647045741050959,0.9634252392732056,0.01,0.85,linear,3,True,0.013659119606018066
