model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.47,pi3,0.05,0.9434597843330075,0.9833756733224196,0.03,0.8,rbf,1,True,0.04934467871983846
pi3,SVR(),0.98,0.09,1.64,pi2,0.05,0.9351966007313197,0.9918321044651349,0.03,0.72,rbf,1,True,0.04934467871983846
pi2,SVR(kernel='linear'),0.99,0.06,1.34,pi3,0.04,0.9445095613325799,0.9480937956302169,0.03,0.8,linear,1,True,0.04934467871983846
pi3,"SVR(C=10, kernel='linear')",0.95,0.13,1.55,pi2,0.03,0.9828761006982678,0.9893278134952563,0.03,0.72,linear,1,True,0.04934467871983846
pi2,"SVR(C=1, epsilon=0.5)",0.31,0.02,1.49,pi3,0.09,0.4056325259141673,0.7857499710053255,0.03,0.34,rbf,2,True,0.040946404139200844
pi3,SVR(C=10),0.79,0.12,1.59,pi2,0.9,-0.11829141737988413,0.3146847374146823,0.03,0.7,rbf,2,True,0.040946404139200844
pi3,SVR(C=10),0.79,0.12,1.59,pi5,0.79,4.342761326092681e-05,0.6072909258296235,0.03,0.77,rbf,2,True,0.040946404139200844
pi5,SVR(),0.61,0.11,1.61,pi3,0.07,0.6764978454974242,0.7857499710053255,0.03,0.87,rbf,2,True,0.040946404139200844
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.25,0.04,1.67,pi3,0.36,0.6066611870620064,0.6739551911975818,0.03,0.34,linear,2,True,0.040946404139200844
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.01,1.36,pi2,0.46,0.20985302689746765,0.2482744269193351,0.03,0.7,linear,2,True,0.040946404139200844
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.67,0.01,1.36,pi5,0.17,0.5038272554689082,0.5309754570954772,0.03,0.77,linear,2,True,0.040946404139200844
pi5,SVR(kernel='linear'),0.53,0.07,2.06,pi3,0.13,0.6618026537569414,0.6739551911975818,0.03,0.87,linear,2,True,0.040946404139200844
pi2,SVR(),0.97,0.03,0.82,pi4,0.0,0.9719023705644825,0.9888081896669704,0.01,0.94,rbf,3,True,0.017421752214431763
pi4,SVR(C=10),0.99,0.03,0.73,pi2,0.03,0.9617637857450348,0.968344132989641,0.01,0.83,rbf,3,True,0.017421752214431763
pi2,SVR(kernel='linear'),0.97,0.02,0.68,pi4,0.02,0.9839084171698972,0.9842327676493322,0.01,0.94,linear,3,True,0.017421752214431763
pi4,SVR(kernel='linear'),0.98,0.01,0.63,pi2,0.02,0.9672233055130316,0.9664428994067027,0.01,0.83,linear,3,True,0.017421752214431763
