model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.73,0.99,pi4,0.1,0.8931575114486652,0.9579328794487882,0.15,0.63,rbf,1,False,0.14475737512111664
pi4,"SVR(C=10, epsilon=0.5)",0.03,0.86,0.96,pi2,0.03,0.9311758066782745,0.9894139965397951,0.15,0.92,rbf,1,False,0.14475737512111664
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.07,3.83,0.99,pi4,0.07,0.9201367113616714,0.921116903470989,0.15,0.63,linear,1,False,0.14475737512111664
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.46,6.21,0.92,pi2,0.06,0.9821402154554549,0.9861519040589092,0.15,0.92,linear,1,False,0.14475737512111664
pi2,"SVR(C=10, epsilon=5)",0.0,0.79,0.32,pi4,0.49,-0.16907881429992644,0.6421737804131693,0.22,0.37,rbf,2,False,0.23134765028953552
pi4,"SVR(C=10, epsilon=1)",0.02,0.79,0.64,pi2,1.29,-0.6429688300774907,0.31702136735467945,0.22,0.77,rbf,2,False,0.23134765028953552
pi3,SVR(),0.03,0.77,0.68,pi5,0.2,0.4806572497256326,0.8843681727393634,0.24,1.0,rbf,2,False,0.23134765028953552
pi5,SVR(C=10),0.03,0.49,0.88,pi3,1.2,-0.31546254244655425,0.6803899349406142,0.24,0.42,rbf,2,False,0.23134765028953552
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.32,0.2,pi4,0.31,-0.11558884104895872,0.15107832082589956,0.22,0.37,linear,2,False,0.23134765028953552
pi4,"SVR(C=0.1, kernel='linear')",0.01,0.98,0.15,pi2,0.05,0.10043340645782184,0.19588722444403417,0.22,0.77,linear,2,False,0.23134765028953552
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.03,1.29,0.57,pi5,0.14,0.708024172848862,0.7630190994727709,0.24,1.0,linear,2,False,0.23134765028953552
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.05,1.04,0.76,pi3,0.3,0.46785068294909815,0.5717361223607662,0.24,0.42,linear,2,False,0.23134765028953552
pi2,SVR(),0.01,0.3,0.93,pi4,2.67,-1.7347889358231687,0.9860665512861213,0.33,0.3,rbf,3,False,0.33152690529823303
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.28,0.99,pi2,0.26,0.7307664939450471,0.934207296011164,0.33,0.46,rbf,3,False,0.33152690529823303
pi2,SVR(kernel='linear'),0.01,0.28,0.93,pi4,0.11,0.8264895401240118,0.983420437253455,0.33,0.3,linear,3,False,0.33152690529823303
pi4,SVR(kernel='linear'),0.01,0.71,0.98,pi2,0.08,0.8986812635409832,0.9323871254583482,0.33,0.46,linear,3,False,0.33152690529823303
