model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.71,0.99,pi4,0.1,0.8872441411907538,0.9568055308760066,0.14,0.61,rbf,1,False,0.13746817409992218
pi4,"SVR(C=10, epsilon=1)",0.02,0.84,0.96,pi2,0.03,0.9304038294366734,0.9907479488225477,0.14,0.88,rbf,1,False,0.13746817409992218
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.02,4.43,0.99,pi4,0.07,0.914792157816922,0.9152388236189642,0.14,0.61,linear,1,False,0.13746817409992218
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.14,6.4,0.92,pi2,0.07,0.9807575644851869,0.9880492860955731,0.14,0.88,linear,1,False,0.13746817409992218
pi2,"SVR(C=10, epsilon=5)",0.0,0.73,0.32,pi4,0.48,-0.16202660313000217,0.45401070565861357,0.25,0.24,rbf,2,False,0.2493935227394104
pi4,"SVR(C=10, epsilon=1)",0.02,0.99,0.45,pi2,0.57,-0.11349383767988708,0.3167293860428769,0.25,0.69,rbf,2,False,0.2493935227394104
pi3,SVR(),0.03,0.79,0.72,pi5,0.35,0.3703043617219456,0.810292636906838,0.25,1.0,rbf,2,False,0.2493935227394104
pi5,SVR(),0.02,0.48,0.81,pi3,1.37,-0.5568649829842041,0.7180959647566982,0.25,0.43,rbf,2,False,0.2493935227394104
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.3,0.19,pi4,0.27,-0.07719825948498582,-0.03394212564095933,0.25,0.24,linear,2,False,0.2493935227394104
pi4,"SVR(C=10, epsilon=5, kernel='linear')",0.01,1.01,-0.03,pi2,0.64,-0.6689661856962406,0.19306606972891682,0.25,0.69,linear,2,False,0.2493935227394104
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.42,0.61,pi5,0.04,0.6478964369503213,0.6965496728890611,0.25,1.0,linear,2,False,0.2493935227394104
pi5,SVR(kernel='linear'),0.03,1.17,0.7,pi3,0.12,0.5808816417555089,0.6100370377811271,0.25,0.43,linear,2,False,0.2493935227394104
pi2,SVR(),0.01,0.3,0.94,pi4,2.52,-1.5864790997049432,0.9881765474480805,0.33,0.3,rbf,3,False,0.3321534991264343
pi4,SVR(C=10),0.01,0.32,0.99,pi2,0.72,0.2663184858888259,0.9354685215530479,0.33,0.46,rbf,3,False,0.3321534991264343
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.28,0.94,pi4,0.0,0.9307598841060473,0.9866331957743416,0.33,0.3,linear,3,False,0.3321534991264343
pi4,"SVR(C=0.1, kernel='linear')",0.01,0.65,0.99,pi2,0.08,0.9048811662876431,0.9352969737743057,0.33,0.46,linear,3,False,0.3321534991264343
