model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.71,0.99,pi4,0.1,0.8930823793334208,0.9573792174601903,0.13,0.61,rbf,1,False,0.1311521977186203
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.76,0.96,pi2,0.02,0.9399216649651058,0.990976060348725,0.13,0.89,rbf,1,False,0.1311521977186203
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.02,4.22,0.99,pi4,0.07,0.9144968909054612,0.9107382837523614,0.13,0.61,linear,1,False,0.1311521977186203
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.12,6.48,0.91,pi2,0.07,0.9835227485109496,0.988551258157557,0.13,0.89,linear,1,False,0.1311521977186203
pi2,"SVR(C=10, epsilon=5)",0.0,0.75,0.34,pi4,0.55,-0.21318145004811195,0.6003403681165395,0.21,0.51,rbf,2,False,0.21592700481414795
pi4,"SVR(C=10, epsilon=2)",0.01,0.75,0.6,pi2,1.22,-0.6241548819385181,0.3372746135317328,0.21,0.79,rbf,2,False,0.21592700481414795
pi3,"SVR(C=10, epsilon=2)",0.02,0.84,0.59,pi5,0.92,-0.3342920621446783,0.9034091701638541,0.22,1.0,rbf,2,False,0.21592700481414795
pi5,SVR(C=10),0.03,0.53,0.9,pi3,0.83,0.0768687170903376,0.590312957814381,0.22,0.53,rbf,2,False,0.21592700481414795
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.02,1.27,0.22,pi4,0.38,-0.1629243126194435,0.10699781708617373,0.21,0.51,linear,2,False,0.21592700481414795
pi4,"SVR(C=10, epsilon=5, kernel='linear')",0.01,1.0,0.11,pi2,0.06,0.1711863397882506,0.21728806974054304,0.21,0.79,linear,2,False,0.21592700481414795
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.02,1.57,0.44,pi5,0.24,0.6784328105807997,0.7886968612433711,0.22,1.0,linear,2,False,0.21592700481414795
pi5,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,1.48,0.79,pi3,0.43,0.3574960350730787,0.44298415268717595,0.22,0.53,linear,2,False,0.21592700481414795
pi2,SVR(),0.01,0.33,0.95,pi4,2.74,-1.7895100895862996,0.9876946785040704,0.33,0.31,rbf,3,False,0.33224213123321533
pi4,SVR(),0.01,0.29,0.99,pi2,1.1,-0.11486106911278005,0.947053465076591,0.33,0.46,rbf,3,False,0.33224213123321533
pi2,"SVR(C=0.01, kernel='linear')",0.01,0.35,0.95,pi4,0.01,0.9322709407389004,0.9850808658922627,0.33,0.31,linear,3,False,0.33224213123321533
pi4,SVR(kernel='linear'),0.03,1.12,0.99,pi2,0.07,0.9155013205815734,0.9470856204840334,0.33,0.46,linear,3,False,0.33224213123321533
