model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.67,0.99,pi4,0.1,0.8874353374807785,0.9400739922306838,0.11,0.62,rbf,1,False,0.10579943656921387
pi4,"SVR(C=1, epsilon=1)",0.01,0.74,0.94,pi2,0.01,0.9468018326006149,0.9883369703419198,0.11,0.87,rbf,1,False,0.10579943656921387
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.3,5.06,0.98,pi4,0.12,0.8648410329953471,0.8786101194374464,0.11,0.62,linear,1,False,0.10579943656921387
pi4,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.56,0.88,pi2,0.08,0.9618213344515433,0.9846886437800471,0.11,0.87,linear,1,False,0.10579943656921387
pi2,"SVR(C=10, epsilon=5)",0.0,0.67,0.34,pi4,0.21,0.13177646977597213,0.35694505857790293,0.18,0.46,rbf,2,False,0.1939966082572937
pi4,"SVR(C=10, epsilon=2)",0.02,0.8,0.36,pi2,0.48,-0.11995229665769336,0.34444131756763563,0.18,0.76,rbf,2,False,0.1939966082572937
pi2,"SVR(C=10, epsilon=5, kernel='linear')",0.02,1.62,0.23,pi4,0.29,-0.06461026801484926,0.010196527123518484,0.18,0.46,linear,2,False,0.1939966082572937
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.03,1.61,0.01,pi2,0.18,0.1894153942298562,0.225286872574464,0.18,0.76,linear,2,False,0.1939966082572937
pi2,SVR(),0.02,0.49,0.95,pi4,2.67,-1.7188198811498605,0.9868827488588329,0.3,0.34,rbf,3,False,0.2977377772331238
pi4,"SVR(C=10, epsilon=1)",0.0,0.52,0.99,pi2,1.16,-0.17117595039018596,0.9490773532601144,0.3,0.42,rbf,3,False,0.2977377772331238
pi2,"SVR(C=0.01, kernel='linear')",0.01,0.76,0.95,pi4,0.03,0.9258572170421602,0.9846769231661604,0.3,0.34,linear,3,False,0.2977377772331238
pi4,"SVR(C=0.01, kernel='linear')",0.01,1.84,0.98,pi2,0.06,0.9270481927710807,0.9530282009581019,0.3,0.42,linear,3,False,0.2977377772331238
