model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.7,0.99,pi4,0.09,0.8951566045476052,0.9602557440990434,0.11,0.59,rbf,1,False,0.11427260935306549
pi4,"SVR(C=10, epsilon=1)",0.02,0.75,0.96,pi2,0.02,0.9387119581698309,0.9891966247111526,0.11,0.85,rbf,1,False,0.11427260935306549
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.7,0.99,pi4,0.07,0.918459479918073,0.9210452791477631,0.11,0.59,linear,1,False,0.11427260935306549
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,6.52,0.92,pi2,0.05,0.9703503557458378,0.9862826939613613,0.11,0.85,linear,1,False,0.11427260935306549
pi2,"SVR(C=10, epsilon=2)",0.01,0.84,0.32,pi4,0.13,0.19202454430184424,0.34933225306034843,0.19,0.44,rbf,2,False,0.20267751812934875
pi4,"SVR(C=10, epsilon=2)",0.02,0.93,0.35,pi2,0.48,-0.12722978238512228,0.31905528775463676,0.19,0.76,rbf,2,False,0.20267751812934875
pi2,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.46,0.2,pi4,0.59,-0.39002821959927325,-0.009917890525412698,0.19,0.44,linear,2,False,0.20267751812934875
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.98,-0.01,pi2,0.11,0.1028041498427581,0.2047615111093426,0.19,0.76,linear,2,False,0.20267751812934875
pi2,SVR(),0.01,0.33,0.95,pi4,2.7,-1.7520439060213757,0.9865092970646746,0.31,0.33,rbf,3,False,0.3120265603065491
pi4,SVR(C=10),0.01,0.35,0.99,pi2,0.9,0.08707027579376025,0.945627332090748,0.31,0.42,rbf,3,False,0.3120265603065491
pi2,SVR(kernel='linear'),0.01,0.42,0.95,pi4,0.05,0.8997624794593763,0.9829149330452012,0.31,0.33,linear,3,False,0.3120265603065491
pi4,"SVR(C=10, kernel='linear')",0.19,1.86,0.98,pi2,0.07,0.916913609113249,0.9486008415880629,0.31,0.42,linear,3,False,0.3120265603065491
