model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.73,0.99,pi4,0.1,0.8909594833077465,0.9618820150092028,0.11,0.63,rbf,1,False,0.11843034625053406
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.83,0.96,pi2,0.02,0.9468462573939612,0.9907663782938938,0.11,0.89,rbf,1,False,0.11843034625053406
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.02,3.19,0.99,pi4,0.07,0.9202898473901187,0.9246681250289408,0.11,0.63,linear,1,False,0.11843034625053406
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,3.29,0.92,pi2,0.05,0.9749347687919206,0.9875003413993558,0.11,0.89,linear,1,False,0.11843034625053406
pi3,"SVR(C=10, epsilon=2)",0.01,0.64,0.5,pi5,1.6,-1.095443443927362,0.847748840960392,0.18,1.0,rbf,2,False,0.17708301544189453
pi5,SVR(),0.02,0.47,0.85,pi3,0.95,-0.10254074178633044,0.5020225313800408,0.18,0.31,rbf,2,False,0.17708301544189453
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.03,1.65,0.37,pi5,0.11,0.4788671054180553,0.7217465404842898,0.18,1.0,linear,2,False,0.17708301544189453
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.92,0.72,pi3,0.6,0.12175179038509043,0.3675427437750701,0.18,0.31,linear,2,False,0.17708301544189453
pi2,SVR(),0.01,0.29,0.94,pi4,2.28,-1.3414824857377319,0.9881710290091201,0.33,0.35,rbf,3,False,0.3315756320953369
pi4,SVR(C=10),0.01,0.29,0.99,pi2,0.72,0.2663940088593165,0.9421647654983544,0.33,0.41,rbf,3,False,0.3315756320953369
pi2,SVR(kernel='linear'),0.01,0.32,0.94,pi4,0.08,0.8588100888516583,0.986471750701899,0.33,0.35,linear,3,False,0.3315756320953369
pi4,"SVR(C=0.01, kernel='linear')",0.0,0.7,0.99,pi2,0.07,0.9130026283039756,0.9409105750541542,0.33,0.41,linear,3,False,0.3315756320953369
