model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.7,0.99,pi4,0.09,0.8941514112960197,0.9585381266145583,0.13,0.59,rbf,1,False,0.12648797035217285
pi4,SVR(C=10),0.03,0.76,0.96,pi2,0.01,0.9447175147507754,0.9888917383700533,0.13,0.87,rbf,1,False,0.12648797035217285
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,4.63,0.99,pi4,0.07,0.91564033728209,0.9205005967641366,0.13,0.59,linear,1,False,0.12648797035217285
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.18,7.52,0.92,pi2,0.06,0.9804736473982091,0.9867837498133677,0.13,0.87,linear,1,False,0.12648797035217285
pi2,"SVR(C=10, epsilon=5)",0.0,0.68,0.35,pi4,0.29,0.05860211112454328,0.3978828459520466,0.19,0.44,rbf,2,False,0.19344720244407654
pi4,"SVR(C=10, epsilon=2)",0.02,0.8,0.4,pi2,0.91,-0.5091929906353689,0.34982409488279953,0.19,0.76,rbf,2,False,0.19344720244407654
pi3,"SVR(C=10, epsilon=2)",0.01,0.71,0.67,pi5,1.09,-0.420720274006384,0.40012064089775534,0.2,0.98,rbf,2,False,0.19344720244407654
pi5,"SVR(C=10, epsilon=0.5)",0.02,0.51,0.4,pi3,0.34,0.06433565802326835,0.6726411006023684,0.2,0.46,rbf,2,False,0.19344720244407654
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.04,1.28,0.17,pi4,0.38,-0.21444824021745568,0.011948953858780698,0.19,0.44,linear,2,False,0.19344720244407654
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.04,0.98,0.01,pi2,0.16,0.1742117652661761,0.16854221243098955,0.19,0.76,linear,2,False,0.19344720244407654
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.85,0.5,pi5,0.18,0.3204321061915434,0.32031764060248824,0.2,0.98,linear,2,False,0.19344720244407654
pi5,"SVR(C=0.01, kernel='linear')",0.01,1.13,0.32,pi3,0.15,0.47451380155309475,0.5049055509002804,0.2,0.46,linear,2,False,0.19344720244407654
pi2,SVR(),0.01,0.29,0.95,pi4,2.67,-1.7240561033719217,0.9868138114833265,0.29,0.34,rbf,3,False,0.2929352819919586
pi4,SVR(C=10),0.01,0.3,0.99,pi2,1.24,-0.25257977498543505,0.9454689146044504,0.29,0.43,rbf,3,False,0.2929352819919586
pi2,SVR(kernel='linear'),0.01,0.45,0.94,pi4,0.03,0.9129566068614587,0.983960980128374,0.29,0.34,linear,3,False,0.2929352819919586
pi4,SVR(kernel='linear'),0.03,1.06,0.98,pi2,0.06,0.9270289230242317,0.9446107314824226,0.29,0.43,linear,3,False,0.2929352819919586
