model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.71,0.99,pi4,0.09,0.8948150069952225,0.957220333925584,0.13,0.63,rbf,1,False,0.14524585008621216
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.84,0.96,pi2,0.02,0.9421376791563388,0.9894918023714059,0.13,0.91,rbf,1,False,0.14524585008621216
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.05,4.76,0.99,pi4,0.07,0.9179138774804777,0.917208904855317,0.13,0.63,linear,1,False,0.14524585008621216
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.13,6.43,0.92,pi2,0.06,0.9807347069333291,0.9867460978596629,0.13,0.91,linear,1,False,0.14524585008621216
pi2,"SVR(C=10, epsilon=2)",0.01,0.73,0.3,pi4,0.21,0.08124033346868076,0.5249485191018131,0.21,0.3,rbf,2,False,0.23410889506340027
pi4,"SVR(C=10, epsilon=1)",0.02,0.75,0.52,pi2,0.83,-0.30484941189850123,0.2952089180707277,0.21,0.77,rbf,2,False,0.23410889506340027
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.2,0.19,pi4,0.27,-0.08438761317959176,0.09956773132320451,0.21,0.3,linear,2,False,0.23410889506340027
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,0.93,0.1,pi2,0.08,0.1800608517486889,0.18811215958298422,0.21,0.77,linear,2,False,0.23410889506340027
pi2,SVR(),0.01,0.3,0.94,pi4,2.7,-1.7604096301383692,0.9864212863973834,0.37,0.28,rbf,3,False,0.3611673414707184
pi4,SVR(C=10),0.01,0.27,0.99,pi2,1.04,-0.05110316083959532,0.9402362870045992,0.37,0.42,rbf,3,False,0.3611673414707184
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.3,0.94,pi4,0.01,0.9259195041965659,0.9836677050253976,0.37,0.28,linear,3,False,0.3611673414707184
pi4,SVR(kernel='linear'),0.01,0.66,0.98,pi2,0.07,0.9100931822607479,0.9401812376385248,0.37,0.42,linear,3,False,0.3611673414707184
