model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.78,0.99,pi4,0.11,0.881480756493404,0.9546766255925282,0.15,0.65,rbf,1,False,0.1510312855243683
pi4,"SVR(C=10, epsilon=0.5)",0.03,0.91,0.95,pi2,0.01,0.9405811903818687,0.9909745111195826,0.15,0.86,rbf,1,False,0.1510312855243683
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,5.59,0.99,pi4,0.08,0.9082686285099729,0.9067899091656151,0.15,0.65,linear,1,False,0.1510312855243683
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,4.93,0.91,pi2,0.08,0.9827364961864868,0.9889102551341197,0.15,0.86,linear,1,False,0.1510312855243683
pi2,SVR(C=10),0.04,0.65,0.8,pi4,0.6,0.19759087426234911,0.5796932235993062,0.22,0.31,rbf,2,False,0.22381678223609924
pi4,"SVR(C=10, epsilon=1)",0.02,0.82,0.58,pi2,6.84,-6.262488479787058,0.7983418188554672,0.22,0.83,rbf,2,False,0.22381678223609924
pi3,SVR(),0.04,0.97,0.73,pi5,0.26,0.47314408215778825,0.9011540491105609,0.23,1.0,rbf,2,False,0.22381678223609924
pi5,SVR(),0.03,0.54,0.9,pi3,1.37,-0.46418728397486353,0.728969573081995,0.23,0.46,rbf,2,False,0.22381678223609924
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.02,1.12,0.76,pi4,0.89,-0.1297804138586982,0.11672616960012983,0.22,0.31,linear,2,False,0.22381678223609924
pi4,"SVR(C=1, epsilon=5, kernel='linear')",0.01,1.04,0.12,pi2,1.07,-0.9550972638048638,0.7580945033816343,0.22,0.83,linear,2,False,0.22381678223609924
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.49,0.62,pi5,0.11,0.7252229703212538,0.7871190142347879,0.23,1.0,linear,2,False,0.22381678223609924
pi5,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,1.13,0.79,pi3,0.24,0.5485867195752896,0.6178916087823612,0.23,0.46,linear,2,False,0.22381678223609924
pi2,SVR(),0.01,0.26,0.94,pi4,2.72,-1.7792790170292907,0.9871743236374729,0.34,0.3,rbf,3,False,0.3420345187187195
pi4,SVR(C=10),0.01,0.29,0.99,pi2,0.98,0.006932706438502079,0.938254669616968,0.34,0.41,rbf,3,False,0.3420345187187195
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.31,0.94,pi4,0.02,0.9240666591518285,0.9841451490550538,0.34,0.3,linear,3,False,0.3420345187187195
pi4,SVR(kernel='linear'),0.02,0.79,0.98,pi2,0.07,0.9103926369423767,0.9397731862564811,0.34,0.41,linear,3,False,0.3420345187187195
