model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.72,0.99,pi4,0.11,0.8814451869255602,0.9604199423802094,0.16,0.57,rbf,1,False,0.1645955741405487
pi4,"SVR(C=10, epsilon=0.5)",0.03,0.91,0.96,pi2,0.02,0.9407477904305441,0.9917626967752281,0.16,0.87,rbf,1,False,0.1645955741405487
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.04,5.36,0.99,pi4,0.07,0.9174419183395709,0.9164615322833876,0.16,0.57,linear,1,False,0.1645955741405487
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,6.37,0.92,pi2,0.06,0.9812171882026497,0.988635547199326,0.16,0.87,linear,1,False,0.1645955741405487
pi2,"SVR(C=10, epsilon=5)",0.0,0.77,0.34,pi4,0.53,-0.19870864672970834,0.4273254134511776,0.21,0.34,rbf,2,False,0.2213125228881836
pi4,"SVR(C=10, epsilon=2)",0.02,0.97,0.43,pi2,0.8,-0.36975977740004695,0.3355268056946189,0.21,0.72,rbf,2,False,0.2213125228881836
pi3,SVR(),0.03,0.8,0.58,pi5,0.22,0.365219938588883,0.6588471540977756,0.23,1.0,rbf,2,False,0.2213125228881836
pi5,SVR(),0.02,0.52,0.66,pi3,1.07,-0.4127284090723595,0.5805828537257498,0.23,0.53,rbf,2,False,0.2213125228881836
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.0,1.49,0.21,pi4,0.62,-0.4108638711610757,0.019541024459046485,0.21,0.34,linear,2,False,0.2213125228881836
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.07,0.02,pi2,0.12,0.1436817052892353,0.20732481008244208,0.21,0.72,linear,2,False,0.2213125228881836
pi3,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,1.36,0.51,pi5,0.15,0.3659755917851275,0.5514032570401041,0.23,1.0,linear,2,False,0.2213125228881836
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.96,0.55,pi3,0.14,0.4081230701106513,0.5124730638842171,0.23,0.53,linear,2,False,0.2213125228881836
pi2,SVR(C=10),0.01,0.31,0.94,pi4,2.86,-1.9246713686477266,0.9885585678256051,0.33,0.32,rbf,3,False,0.332790732383728
pi4,SVR(C=10),0.01,0.29,0.99,pi2,1.08,-0.0931030041646359,0.9378500494481565,0.33,0.43,rbf,3,False,0.332790732383728
pi2,SVR(kernel='linear'),0.01,0.31,0.94,pi4,0.09,0.8441789748045634,0.9858977700550264,0.33,0.32,linear,3,False,0.332790732383728
pi4,"SVR(C=0.1, kernel='linear')",0.01,0.72,0.99,pi2,0.08,0.9096112160425831,0.9375257648694661,0.33,0.43,linear,3,False,0.332790732383728
