model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.72,0.99,pi4,0.09,0.9009042105962995,0.9559410833941804,0.16,0.55,rbf,1,False,0.1624702513217926
pi4,"SVR(C=10, epsilon=1)",0.02,0.84,0.96,pi2,0.03,0.928911306800229,0.9922194261921834,0.16,0.87,rbf,1,False,0.1624702513217926
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.02,4.73,0.99,pi4,0.07,0.9198159362947136,0.9172860873951594,0.16,0.55,linear,1,False,0.1624702513217926
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.13,5.71,0.92,pi2,0.07,0.9873321373196153,0.9892675577856453,0.16,0.87,linear,1,False,0.1624702513217926
pi2,"SVR(C=10, epsilon=2)",0.01,0.8,0.26,pi4,0.17,0.08741101300521825,0.600485187616394,0.21,0.32,rbf,2,False,0.23613965511322021
pi4,"SVR(C=1, epsilon=1)",0.02,0.85,0.6,pi2,1.15,-0.5501133187116216,0.2594147151509748,0.21,0.8,rbf,2,False,0.23613965511322021
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,1.26,0.21,pi4,0.29,-0.07635519484669562,0.13492755722551064,0.21,0.32,linear,2,False,0.23613965511322021
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.02,1.01,0.13,pi2,0.05,0.18751653647919964,0.2146804991680189,0.21,0.8,linear,2,False,0.23613965511322021
pi2,SVR(),0.01,0.29,0.94,pi4,2.26,-1.3190146773301228,0.9873075242562459,0.34,0.36,rbf,3,False,0.329622745513916
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.28,0.99,pi2,0.23,0.7561135682004614,0.9423427276887094,0.34,0.42,rbf,3,False,0.329622745513916
pi2,SVR(kernel='linear'),0.01,0.27,0.94,pi4,0.1,0.8443514724242006,0.984086242384521,0.34,0.36,linear,3,False,0.329622745513916
pi4,"SVR(C=10, epsilon=0.5, kernel='linear')",0.05,0.62,0.98,pi2,0.08,0.9019138764001472,0.9440909095486403,0.34,0.42,linear,3,False,0.329622745513916
