model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.67,0.99,pi4,0.11,0.8803956616270646,0.9514374230343603,0.13,0.66,rbf,1,False,0.1248413473367691
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.76,0.95,pi2,0.01,0.9405858471639963,0.9912469546281926,0.13,0.88,rbf,1,False,0.1248413473367691
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,5.1,0.99,pi4,0.08,0.9117133903561967,0.9068041255180199,0.13,0.66,linear,1,False,0.1248413473367691
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,4.57,0.91,pi2,0.08,0.9824591709570211,0.9888952770131858,0.13,0.88,linear,1,False,0.1248413473367691
pi2,"SVR(C=10, epsilon=5)",0.01,0.76,0.32,pi4,0.46,-0.13544433900167885,0.5083810806210125,0.21,0.39,rbf,2,False,0.2401658296585083
pi4,"SVR(C=10, epsilon=1)",0.02,0.9,0.51,pi2,1.16,-0.6488992067625294,0.3236856705223211,0.21,0.8,rbf,2,False,0.2401658296585083
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,1.13,0.22,pi4,0.32,-0.10420190871879442,0.018182754811488566,0.21,0.39,linear,2,False,0.2401658296585083
pi4,"SVR(C=0.1, epsilon=5, kernel='linear')",0.0,1.04,0.02,pi2,0.1,-0.08118236736687345,0.2172266718425241,0.21,0.8,linear,2,False,0.2401658296585083
pi2,SVR(),0.01,0.24,0.93,pi4,2.56,-1.6315888437298782,0.9888930383778626,0.35,0.31,rbf,3,False,0.3546777367591858
pi4,SVR(C=10),0.01,0.28,0.99,pi2,0.85,0.13928711878243782,0.9264374882014317,0.35,0.39,rbf,3,False,0.3546777367591858
pi2,SVR(kernel='linear'),0.01,0.26,0.92,pi4,0.03,0.9564817463465978,0.9857296126270124,0.35,0.31,linear,3,False,0.3546777367591858
pi4,"SVR(C=10, kernel='linear')",0.07,0.87,0.99,pi2,0.08,0.9019178648060913,0.922663579351043,0.35,0.39,linear,3,False,0.3546777367591858
