model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.74,0.99,pi4,0.11,0.8817718420039791,0.9537815560728983,0.14,0.63,rbf,1,False,0.14023831486701965
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.74,0.95,pi2,0.02,0.93724240348305,0.9915836873965853,0.14,0.85,rbf,1,False,0.14023831486701965
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.09,5.31,0.99,pi4,0.07,0.9162899086426716,0.9178166918457968,0.14,0.63,linear,1,False,0.14023831486701965
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.14,6.22,0.92,pi2,0.07,0.9853699735487241,0.9889476794834329,0.14,0.85,linear,1,False,0.14023831486701965
pi2,"SVR(C=10, epsilon=5)",0.0,0.8,0.34,pi4,0.53,-0.18467814016747353,0.40785103523922794,0.2,0.3,rbf,2,False,0.21671482920646667
pi4,"SVR(C=10, epsilon=1)",0.02,0.9,0.41,pi2,0.82,-0.4102449443591496,0.344956482418488,0.2,0.81,rbf,2,False,0.21671482920646667
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.44,0.2,pi4,0.57,-0.3664346359899975,0.045443039053787326,0.2,0.3,linear,2,False,0.21671482920646667
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.04,0.05,pi2,0.11,0.16015454783094152,0.20497510251072082,0.2,0.81,linear,2,False,0.21671482920646667
pi2,SVR(),0.01,0.29,0.95,pi4,2.47,-1.521823003625249,0.9856642428997786,0.35,0.31,rbf,3,False,0.35167455673217773
pi4,"SVR(C=10, epsilon=1)",0.0,0.3,0.99,pi2,1.16,-0.1717897917677913,0.946271238206964,0.35,0.42,rbf,3,False,0.35167455673217773
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.29,0.94,pi4,0.03,0.9176360539587859,0.9830683758718902,0.35,0.31,linear,3,False,0.35167455673217773
pi4,SVR(kernel='linear'),0.02,1.06,0.98,pi2,0.07,0.9100846210471688,0.9444937669222151,0.35,0.42,linear,3,False,0.35167455673217773
