model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.68,0.98,pi4,0.07,0.9086677974863432,0.9604599770486604,0.12,0.57,rbf,1,False,0.11814697086811066
pi4,"SVR(C=10, epsilon=1)",0.01,0.74,0.96,pi2,0.02,0.9385487701273857,0.9767507946242351,0.12,0.86,rbf,1,False,0.11814697086811066
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.0,4.01,0.98,pi4,0.06,0.9187615881611675,0.9269275914781158,0.12,0.57,linear,1,False,0.11814697086811066
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,6.57,0.93,pi2,0.03,0.960473004092956,0.97578627006585,0.12,0.86,linear,1,False,0.11814697086811066
pi2,"SVR(C=10, epsilon=5)",0.0,0.68,0.34,pi4,0.2,0.13616709253022063,0.34867155577388675,0.19,0.46,rbf,2,False,0.19444558024406433
pi4,"SVR(C=10, epsilon=2)",0.02,0.78,0.35,pi2,0.48,-0.12658263033159778,0.33881038204834857,0.19,0.76,rbf,2,False,0.19444558024406433
pi3,"SVR(C=10, epsilon=2)",0.01,0.7,0.62,pi5,1.1,-0.478510518912024,0.4678550606994596,0.2,0.98,rbf,2,False,0.19444558024406433
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.46,0.47,pi3,0.52,-0.05492076958221559,0.6210446053786034,0.2,0.46,rbf,2,False,0.19444558024406433
pi2,"SVR(C=10, epsilon=5, kernel='linear')",0.01,1.31,0.2,pi4,0.27,-0.0698998673216944,-0.006362660076048243,0.19,0.46,linear,2,False,0.19444558024406433
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,0.89,-0.01,pi2,0.18,0.17322033255331348,0.20454839144889347,0.19,0.76,linear,2,False,0.19444558024406433
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.94,0.45,pi5,0.07,0.3858013922907172,0.3929154599114071,0.2,0.98,linear,2,False,0.19444558024406433
pi5,"SVR(C=10, kernel='linear')",0.09,1.13,0.39,pi3,0.02,0.41432221196053,0.4519429439404614,0.2,0.46,linear,2,False,0.19444558024406433
pi2,SVR(),0.01,0.28,0.95,pi4,2.86,-1.913667171595975,0.9864100307862025,0.3,0.31,rbf,3,False,0.30020347237586975
pi4,SVR(C=10),0.01,0.28,0.99,pi2,0.82,0.1703995731768747,0.9462841913412404,0.3,0.44,rbf,3,False,0.30020347237586975
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.45,0.95,pi4,0.04,0.9148336934428631,0.9815948078420884,0.3,0.31,linear,3,False,0.30020347237586975
pi4,SVR(kernel='linear'),0.03,1.79,0.98,pi2,0.05,0.9309369104009486,0.9502167003785671,0.3,0.44,linear,3,False,0.30020347237586975
