model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.72,0.99,pi4,0.1,0.8872831996065185,0.9524945574145001,0.15,0.62,rbf,1,False,0.15238945186138153
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.87,0.95,pi2,0.02,0.9354628323930337,0.9914702875771004,0.15,0.88,rbf,1,False,0.15238945186138153
pi2,SVR(kernel='linear'),0.09,4.45,0.99,pi4,0.08,0.912027736468209,0.9114178226797184,0.15,0.62,linear,1,False,0.15238945186138153
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.25,7.76,0.91,pi2,0.07,0.9838068516977754,0.9884225061241014,0.15,0.88,linear,1,False,0.15238945186138153
pi3,"SVR(C=10, epsilon=2)",0.01,0.71,0.48,pi5,0.72,-0.23595847514661994,0.8965078077142346,0.18,1.0,rbf,2,False,0.1786230206489563
pi5,SVR(C=10),0.03,0.55,0.9,pi3,0.96,-0.06342141414303204,0.47952764670497416,0.18,0.57,rbf,2,False,0.1786230206489563
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.37,0.36,pi5,0.26,0.6252892557233932,0.7968077801292204,0.18,1.0,linear,2,False,0.1786230206489563
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,1.09,0.8,pi3,0.68,0.12009429840443153,0.3644697603932677,0.18,0.57,linear,2,False,0.1786230206489563
pi2,SVR(C=10),0.01,0.27,0.95,pi4,2.72,-1.7739057841254038,0.9868761606241032,0.34,0.32,rbf,3,False,0.3498201072216034
pi4,SVR(C=10),0.01,0.27,0.99,pi2,0.84,0.14539142322300658,0.9462236231583574,0.34,0.42,rbf,3,False,0.3498201072216034
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.31,0.95,pi4,0.08,0.8720871240445403,0.9838767929327545,0.34,0.32,linear,3,False,0.3498201072216034
pi4,SVR(kernel='linear'),0.01,0.68,0.98,pi2,0.07,0.9149803611610063,0.9471061310114426,0.34,0.42,linear,3,False,0.3498201072216034
