model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.68,0.99,pi4,0.09,0.8987054572501384,0.9641950173061901,0.16,0.58,rbf,1,False,0.1720583736896515
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.79,0.96,pi2,0.03,0.9364478385829581,0.9915961296376067,0.16,0.99,rbf,1,False,0.1720583736896515
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.39,5.08,0.99,pi4,0.07,0.9230813797133726,0.9209042969705645,0.16,0.58,linear,1,False,0.1720583736896515
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,5.81,0.92,pi2,0.06,0.9851211643358142,0.9897300230295766,0.16,0.99,linear,1,False,0.1720583736896515
pi3,"SVR(C=1, epsilon=2)",0.0,0.69,0.46,pi5,0.5,-0.04022898357021698,0.8625970901688426,0.2,1.0,rbf,2,False,0.20037543773651123
pi5,SVR(C=10),0.03,0.51,0.86,pi3,0.9,-0.03457592493018269,0.4555629707435831,0.2,0.56,rbf,2,False,0.20037543773651123
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.06,1.46,0.36,pi5,0.29,0.648699471463214,0.7554617470479648,0.2,1.0,linear,2,False,0.20037543773651123
pi5,"SVR(C=10, epsilon=1, kernel='linear')",0.01,0.91,0.76,pi3,0.59,0.1643504328002494,0.35509718066777385,0.2,0.56,linear,2,False,0.20037543773651123
pi2,SVR(C=10),0.01,0.3,0.94,pi4,2.66,-1.7197413506087673,0.9856147046064596,0.32,0.33,rbf,3,False,0.31816333532333374
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.27,0.99,pi2,0.29,0.6927652859398734,0.9401895673065177,0.32,0.44,rbf,3,False,0.31816333532333374
pi2,SVR(kernel='linear'),0.01,0.31,0.94,pi4,0.1,0.8360704289332348,0.9823500970455424,0.32,0.33,linear,3,False,0.31816333532333374
pi4,"SVR(C=0.1, kernel='linear')",0.01,0.69,0.98,pi2,0.07,0.910533835751399,0.940681015109806,0.32,0.44,linear,3,False,0.31816333532333374
