model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.69,0.99,pi4,0.1,0.8891874194335474,0.9569109583597891,0.17,0.59,rbf,1,False,0.17228463292121887
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.87,0.96,pi2,0.03,0.9245459744318114,0.9905341245887479,0.17,0.89,rbf,1,False,0.17228463292121887
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.03,0.99,pi4,0.07,0.9182164940519838,0.916431980268291,0.17,0.59,linear,1,False,0.17228463292121887
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.02,5.9,0.92,pi2,0.06,0.9787561125984167,0.9864449442734187,0.17,0.89,linear,1,False,0.17228463292121887
pi2,"SVR(C=10, epsilon=2)",0.01,0.78,0.26,pi4,0.14,0.12529343603073217,0.4248983229959927,0.22,0.29,rbf,2,False,0.23171702027320862
pi4,"SVR(C=10, epsilon=1)",0.02,0.94,0.42,pi2,1.01,-0.584266384320719,0.26499381471458394,0.22,0.72,rbf,2,False,0.23171702027320862
pi3,SVR(),0.03,0.75,0.64,pi5,0.15,0.49760345539447437,0.8656562049571911,0.24,1.0,rbf,2,False,0.23171702027320862
pi5,"SVR(C=10, epsilon=1)",0.01,0.48,0.87,pi3,1.08,-0.21082845396576388,0.6433956861484977,0.24,0.44,rbf,2,False,0.23171702027320862
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.03,1.25,0.21,pi4,0.68,-0.47171242478126185,-0.004962734941907021,0.22,0.29,linear,2,False,0.23171702027320862
pi4,"SVR(C=10, epsilon=5, kernel='linear')",0.01,1.01,-0.0,pi2,0.29,-0.29684690812184966,0.21190377031754837,0.22,0.72,linear,2,False,0.23171702027320862
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.17,0.53,pi5,0.11,0.6354039381720915,0.7629296733987034,0.24,1.0,linear,2,False,0.23171702027320862
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.05,1.03,0.76,pi3,0.32,0.44201236959731227,0.5300193887653646,0.24,0.44,linear,2,False,0.23171702027320862
pi2,SVR(),0.02,0.26,0.93,pi4,2.45,-1.5140871575580022,0.9876087518197023,0.35,0.31,rbf,3,False,0.3517851233482361
pi4,SVR(C=10),0.01,0.3,0.99,pi2,1.0,-0.010283609778212632,0.9349426425237388,0.35,0.41,rbf,3,False,0.3517851233482361
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.29,0.94,pi4,0.0,0.9308365253591879,0.9847338938017418,0.35,0.31,linear,3,False,0.3517851233482361
pi4,SVR(kernel='linear'),0.02,0.89,0.98,pi2,0.08,0.907860412401806,0.9352159651208917,0.35,0.41,linear,3,False,0.3517851233482361
