model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.77,0.99,pi4,0.09,0.8992146780956242,0.958445782476075,0.13,0.66,rbf,1,False,0.12696202099323273
pi4,"SVR(C=10, epsilon=1)",0.02,0.79,0.96,pi2,0.01,0.945389967535478,0.9907731266226815,0.13,0.88,rbf,1,False,0.12696202099323273
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.03,3.44,0.99,pi4,0.07,0.922239989036516,0.9208422942434448,0.13,0.66,linear,1,False,0.12696202099323273
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,6.51,0.92,pi2,0.06,0.9830837106416892,0.9885886406038273,0.13,0.88,linear,1,False,0.12696202099323273
pi2,SVR(C=10),0.04,0.64,0.8,pi4,0.59,0.21412864949280797,0.5882910666798759,0.23,0.37,rbf,2,False,0.24140441417694092
pi4,"SVR(C=10, epsilon=1)",0.02,0.78,0.59,pi2,6.43,-5.8417981507028856,0.802047368002346,0.23,0.74,rbf,2,False,0.24140441417694092
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.0,0.95,0.77,pi4,0.92,-0.14841959827405438,0.10842798118982788,0.23,0.37,linear,2,False,0.24140441417694092
pi4,"SVR(C=10, epsilon=5, kernel='linear')",0.01,1.01,0.11,pi2,1.04,-0.9329898023331531,0.7689441165427432,0.23,0.74,linear,2,False,0.24140441417694092
pi2,SVR(),0.01,0.29,0.95,pi4,2.43,-1.479437836217088,0.9867447191783478,0.31,0.36,rbf,3,False,0.30144956707954407
pi4,SVR(C=10),0.01,0.27,0.99,pi2,0.3,0.6905109137264385,0.9511727513581051,0.31,0.46,rbf,3,False,0.30144956707954407
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.3,0.95,pi4,0.03,0.9171879039361578,0.9842697825002307,0.31,0.36,linear,3,False,0.30144956707954407
pi4,SVR(kernel='linear'),0.02,0.95,0.98,pi2,0.06,0.9210171709261954,0.9494829414585423,0.31,0.46,linear,3,False,0.30144956707954407
