model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.66,0.98,pi4,0.09,0.8818217888967717,0.9623955557427143,0.13,0.58,rbf,1,False,0.12764915823936462
pi4,SVR(C=10),0.03,0.76,0.96,pi2,0.04,0.9248886129551648,0.9753352319248291,0.13,0.89,rbf,1,False,0.12764915823936462
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.39,5.95,0.97,pi4,0.05,0.9186778664730604,0.9245583730907343,0.13,0.58,linear,1,False,0.12764915823936462
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,6.72,0.92,pi2,0.03,0.9572634628890611,0.9729750766777383,0.13,0.89,linear,1,False,0.12764915823936462
pi2,"SVR(C=10, epsilon=5)",0.01,0.73,0.36,pi4,0.24,0.1244062880750082,0.38073939206054086,0.17,0.45,rbf,2,False,0.18674451112747192
pi4,"SVR(C=10, epsilon=2)",0.02,0.79,0.38,pi2,0.68,-0.30244050316693305,0.3612955177375694,0.17,0.76,rbf,2,False,0.18674451112747192
pi2,"SVR(C=10, epsilon=5, kernel='linear')",0.01,1.32,0.23,pi4,0.3,-0.07134913869497672,-0.0013186738286194988,0.17,0.45,linear,2,False,0.18674451112747192
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,0.91,-0.0,pi2,0.18,0.18239988022652653,0.22791947804314805,0.17,0.76,linear,2,False,0.18674451112747192
pi2,SVR(C=10),0.01,0.27,0.94,pi4,2.46,-1.518233456094567,0.9864234863991069,0.29,0.32,rbf,3,False,0.28971707820892334
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.49,0.49371010874320753,0.9427868107912125,0.29,0.44,rbf,3,False,0.28971707820892334
pi2,SVR(kernel='linear'),0.01,0.47,0.94,pi4,0.02,0.9209879924101378,0.9828598661508232,0.29,0.32,linear,3,False,0.28971707820892334
pi4,"SVR(C=10, kernel='linear')",0.17,1.41,0.98,pi2,0.06,0.9247659624165671,0.9437360740382712,0.29,0.44,linear,3,False,0.28971707820892334
