model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.7,0.98,pi4,0.08,0.896728401545935,0.9610027731117409,0.11,0.6,rbf,1,False,0.11298985779285431
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.74,0.96,pi2,0.04,0.9253111321063924,0.9766607443567288,0.11,0.86,rbf,1,False,0.11298985779285431
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.31,4.76,0.97,pi4,0.05,0.9212507390525494,0.9214239413652093,0.11,0.6,linear,1,False,0.11298985779285431
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.14,6.44,0.92,pi2,0.04,0.9595040558300679,0.9745781542431977,0.11,0.86,linear,1,False,0.11298985779285431
pi2,"SVR(C=10, epsilon=5)",0.0,0.67,0.32,pi4,0.27,0.0412986845761516,0.3887702566108079,0.19,0.45,rbf,2,False,0.18309375643730164
pi4,"SVR(C=10, epsilon=2)",0.02,0.86,0.39,pi2,0.94,-0.5500538925774532,0.31594947269760343,0.19,0.77,rbf,2,False,0.18309375643730164
pi3,"SVR(C=10, epsilon=2)",0.01,0.69,0.64,pi5,1.1,-0.45210407550817444,0.44175746601621413,0.18,0.97,rbf,2,False,0.18309375643730164
pi5,"SVR(C=10, epsilon=0.5)",0.02,0.52,0.44,pi3,0.42,0.021087695675329532,0.6433507739279716,0.18,0.49,rbf,2,False,0.18309375643730164
pi2,"SVR(C=0.1, epsilon=5, kernel='linear')",0.0,1.21,0.21,pi4,0.26,-0.05435031460173656,0.014873043250174689,0.19,0.45,linear,2,False,0.18309375643730164
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.03,0.93,0.01,pi2,0.16,0.16987850032598717,0.2066043759458488,0.19,0.77,linear,2,False,0.18309375643730164
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.02,1.88,0.49,pi5,0.14,0.34385742731130275,0.34927430138280824,0.18,0.97,linear,2,False,0.18309375643730164
pi5,SVR(kernel='linear'),0.02,1.1,0.35,pi3,0.1,0.44766601688296004,0.48813361529995214,0.18,0.49,linear,2,False,0.18309375643730164
pi2,"SVR(C=10, epsilon=0.5)",0.0,0.27,0.95,pi4,2.68,-1.7315132296880171,0.9872278954874294,0.3,0.31,rbf,3,False,0.3013635277748108
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.32,0.99,pi2,0.63,0.3571585238075,0.951205725624544,0.3,0.45,rbf,3,False,0.3013635277748108
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.41,0.95,pi4,0.03,0.9167417369508344,0.9835168349327579,0.3,0.31,linear,3,False,0.3013635277748108
pi4,"SVR(C=0.1, kernel='linear')",0.01,1.04,0.98,pi2,0.06,0.9198892344477171,0.9506505020565575,0.3,0.45,linear,3,False,0.3013635277748108
