model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.74,0.99,pi4,0.09,0.9025216560475259,0.9616323516906485,0.13,0.65,rbf,1,False,0.13143737614154816
pi4,"SVR(C=10, epsilon=1)",0.02,0.78,0.96,pi2,0.03,0.9325188121122716,0.9925472466131218,0.13,0.84,rbf,1,False,0.13143737614154816
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.04,0.99,pi4,0.06,0.9251207117203621,0.9244642200843723,0.13,0.65,linear,1,False,0.13143737614154816
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,5.52,0.92,pi2,0.06,0.9824705702462009,0.9896972784723284,0.13,0.84,linear,1,False,0.13143737614154816
pi2,"SVR(C=10, epsilon=5)",0.0,0.72,0.34,pi4,0.41,-0.07389285187122252,0.617264407399609,0.19,0.37,rbf,2,False,0.21271547675132751
pi4,"SVR(C=10, epsilon=1)",0.02,0.8,0.62,pi2,0.99,-0.3717244007113518,0.335496224792055,0.19,0.73,rbf,2,False,0.21271547675132751
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.0,1.17,0.21,pi4,0.51,-0.3014428523240953,0.12402656822199132,0.19,0.37,linear,2,False,0.21271547675132751
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.01,0.12,pi2,0.06,0.18152284826543186,0.21303603796187598,0.19,0.73,linear,2,False,0.21271547675132751
pi2,SVR(C=10),0.01,0.29,0.94,pi4,2.36,-1.4212314650177849,0.9871230519514548,0.31,0.34,rbf,3,False,0.3090909421443939
pi4,SVR(C=10),0.01,0.27,0.99,pi2,0.41,0.580820920866361,0.9401484585523433,0.31,0.46,rbf,3,False,0.3090909421443939
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.28,0.94,pi4,0.05,0.8938028030167389,0.9836371493928527,0.31,0.34,linear,3,False,0.3090909421443939
pi4,"SVR(C=0.01, kernel='linear')",0.0,0.74,0.98,pi2,0.08,0.9031606758884739,0.9393579448480522,0.31,0.46,linear,3,False,0.3090909421443939
