model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.8,0.99,pi4,0.11,0.88065128750605,0.9562401070694992,0.15,0.62,rbf,1,False,0.157103031873703
pi4,"SVR(C=10, epsilon=1)",0.02,0.91,0.96,pi2,0.02,0.9330748488878896,0.990765817671745,0.15,0.88,rbf,1,False,0.157103031873703
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.96,0.99,pi4,0.07,0.915400537763741,0.9156463183320949,0.15,0.62,linear,1,False,0.157103031873703
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,5.86,0.92,pi2,0.06,0.9730278837811489,0.9884242629881137,0.15,0.88,linear,1,False,0.157103031873703
pi2,"SVR(C=10, epsilon=5)",0.0,0.77,0.34,pi4,0.59,-0.2482255053950484,0.5414835532402046,0.2,0.49,rbf,2,False,0.22097143530845642
pi4,"SVR(C=10, epsilon=1)",0.02,0.8,0.54,pi2,0.88,-0.33536624930810977,0.3420140599106509,0.2,0.81,rbf,2,False,0.22097143530845642
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.17,0.22,pi4,0.68,-0.4672542531961581,0.08579434534527153,0.2,0.49,linear,2,False,0.22097143530845642
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.05,1.05,0.09,pi2,0.1,0.1842058674333833,0.21726590490046638,0.2,0.81,linear,2,False,0.22097143530845642
pi2,SVR(),0.01,0.32,0.94,pi4,2.47,-1.5234272856187152,0.9887054079153149,0.29,0.37,rbf,3,False,0.2924990952014923
pi4,SVR(C=10),0.01,0.31,0.99,pi2,0.42,0.5702951875172612,0.9417815925268576,0.29,0.47,rbf,3,False,0.2924990952014923
pi2,SVR(kernel='linear'),0.01,0.31,0.94,pi4,0.03,0.9145720550072614,0.9864779658580072,0.29,0.37,linear,3,False,0.2924990952014923
pi4,SVR(kernel='linear'),0.01,0.69,0.99,pi2,0.07,0.912521511533395,0.9413674437564572,0.29,0.47,linear,3,False,0.2924990952014923
