model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.75,0.98,pi4,0.09,0.8893350425679611,0.961348071560663,0.13,0.54,rbf,1,False,0.13083988428115845
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.82,0.96,pi2,0.04,0.9229425892301254,0.9756789152030466,0.13,0.85,rbf,1,False,0.13083988428115845
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.0,4.55,0.97,pi4,0.07,0.9051758802341028,0.9170067021696832,0.13,0.54,linear,1,False,0.13083988428115845
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,7.06,0.92,pi2,0.04,0.9564902052690993,0.9738889450713503,0.13,0.85,linear,1,False,0.13083988428115845
pi2,"SVR(C=10, epsilon=5)",0.01,0.97,0.35,pi4,0.23,0.1146379545717966,0.30700106610322686,0.2,0.43,rbf,2,False,0.19962963461875916
pi4,"SVR(C=1, epsilon=2)",0.03,1.46,0.31,pi2,0.21,0.0921132628424226,0.3493704763014721,0.2,0.77,rbf,2,False,0.19962963461875916
pi3,"SVR(C=10, epsilon=2)",0.02,1.2,0.62,pi5,0.74,-0.11843043264532227,0.3270587567423989,0.2,0.96,rbf,2,False,0.19962963461875916
pi5,"SVR(C=10, epsilon=1)",0.02,0.82,0.33,pi3,0.37,-0.03995181034575679,0.6169711059339971,0.2,0.47,rbf,2,False,0.19962963461875916
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.04,2.02,0.22,pi4,0.47,-0.2534427421163987,-0.019482661818251312,0.2,0.43,linear,2,False,0.19962963461875916
pi4,"SVR(C=0.01, epsilon=5, kernel='linear')",0.0,1.22,-0.02,pi2,0.83,-0.8510984150355105,0.2163739763949314,0.2,0.77,linear,2,False,0.19962963461875916
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.03,2.51,0.49,pi5,0.26,0.23449414573766814,0.2301047051230194,0.2,0.96,linear,2,False,0.19962963461875916
pi5,SVR(kernel='linear'),0.04,1.23,0.23,pi3,0.25,0.4843747296754387,0.4929640758382905,0.2,0.47,linear,2,False,0.19962963461875916
pi2,SVR(),0.01,0.38,0.95,pi4,2.78,-1.827106821958524,0.9882989332972054,0.32,0.31,rbf,3,False,0.31578850746154785
pi4,SVR(C=10),0.02,0.4,0.99,pi2,0.78,0.20626253594207,0.9508446432999151,0.32,0.42,rbf,3,False,0.31578850746154785
pi2,SVR(kernel='linear'),0.02,0.53,0.95,pi4,0.03,0.9227669006200309,0.9853265426202334,0.32,0.31,linear,3,False,0.31578850746154785
pi4,SVR(kernel='linear'),0.02,1.14,0.99,pi2,0.06,0.9239021099393925,0.9509743197918328,0.32,0.42,linear,3,False,0.31578850746154785
