model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.73,0.99,pi4,0.1,0.8893445123220731,0.9523853181018904,0.13,0.65,rbf,1,False,0.14592225849628448
pi4,"SVR(C=10, epsilon=1)",0.02,0.78,0.95,pi2,0.03,0.924371617242067,0.988887549536835,0.13,0.87,rbf,1,False,0.14592225849628448
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.64,9.0,0.99,pi4,0.08,0.9101080101895973,0.910200261185478,0.13,0.65,linear,1,False,0.14592225849628448
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.13,6.13,0.91,pi2,0.07,0.9779439976023561,0.9862011587547013,0.13,0.87,linear,1,False,0.14592225849628448
pi2,"SVR(C=10, epsilon=5)",0.0,0.73,0.34,pi4,0.53,-0.1968437053415697,0.465521593899625,0.2,0.35,rbf,2,False,0.2160678207874298
pi4,"SVR(C=10, epsilon=1)",0.02,0.92,0.47,pi2,1.15,-0.682270726358474,0.3378077846992409,0.2,0.81,rbf,2,False,0.2160678207874298
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.0,1.17,0.21,pi4,0.54,-0.33083869854839776,0.039673383327601175,0.2,0.35,linear,2,False,0.2160678207874298
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.1,0.04,pi2,0.11,0.14852577349759521,0.20915924961462318,0.2,0.81,linear,2,False,0.2160678207874298
pi2,SVR(),0.01,0.31,0.94,pi4,2.6,-1.6613794422665489,0.9890165611981325,0.33,0.3,rbf,3,False,0.3241044282913208
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.63,0.3581912305184781,0.9379941054693284,0.33,0.46,rbf,3,False,0.3241044282913208
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.3,0.94,pi4,0.01,0.9282493649242662,0.9855967298468615,0.33,0.3,linear,3,False,0.3241044282913208
pi4,"SVR(C=10, kernel='linear')",0.32,1.54,0.99,pi2,0.08,0.9051589109358499,0.9375082787879067,0.33,0.46,linear,3,False,0.3241044282913208
