model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.75,0.99,pi4,0.12,0.867144089831422,0.956323264360219,0.13,0.65,rbf,1,False,0.13164250552654266
pi4,"SVR(C=10, epsilon=1)",0.02,0.79,0.96,pi2,0.04,0.9196983109938129,0.9917754540447286,0.13,0.88,rbf,1,False,0.13164250552654266
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,5.15,0.99,pi4,0.08,0.9068345548638604,0.9081254152765023,0.13,0.65,linear,1,False,0.13164250552654266
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.16,6.93,0.91,pi2,0.07,0.9820993212283156,0.9890806622732665,0.13,0.88,linear,1,False,0.13164250552654266
pi2,"SVR(C=10, epsilon=5)",0.0,0.72,0.34,pi4,0.5,-0.1649623606908015,0.5027720670387342,0.2,0.32,rbf,2,False,0.2072741687297821
pi4,"SVR(C=10, epsilon=1)",0.02,0.9,0.5,pi2,1.06,-0.5618755863963354,0.33639175609296346,0.2,0.78,rbf,2,False,0.2072741687297821
pi3,"SVR(C=10, epsilon=2)",0.01,0.7,0.52,pi5,1.33,-0.8118497705542551,0.7169496045101087,0.21,1.0,rbf,2,False,0.2072741687297821
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.52,0.72,pi3,0.77,-0.052030120572650995,0.5175554912018722,0.21,0.52,rbf,2,False,0.2072741687297821
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.43,0.21,pi4,0.49,-0.27971929596249123,0.0638312862929935,0.2,0.32,linear,2,False,0.2072741687297821
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.17,0.06,pi2,0.09,0.1496677834846094,0.21088048309051455,0.2,0.78,linear,2,False,0.2072741687297821
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.37,0.37,pi5,0.12,0.49855097711514285,0.6319796401546078,0.21,1.0,linear,2,False,0.2072741687297821
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,1.09,0.63,pi3,0.45,0.1775821746990971,0.37462037824738115,0.21,0.52,linear,2,False,0.2072741687297821
pi2,SVR(),0.01,0.29,0.94,pi4,2.6,-1.6568422714292472,0.98822525242261,0.31,0.32,rbf,3,False,0.3099459409713745
pi4,"SVR(C=10, epsilon=0.5)",0.0,0.27,0.99,pi2,0.17,0.8191897285768892,0.9435041406997859,0.31,0.45,rbf,3,False,0.3099459409713745
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.29,0.94,pi4,0.02,0.9196933364684988,0.9869888722294051,0.31,0.32,linear,3,False,0.3099459409713745
pi4,SVR(kernel='linear'),0.01,0.75,0.99,pi2,0.07,0.9131837748638789,0.9414456939190314,0.31,0.45,linear,3,False,0.3099459409713745
