model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.73,0.99,pi4,0.06,0.9303471872924218,0.9623466379718584,0.1,0.68,rbf,1,False,0.09965550899505615
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.66,0.96,pi2,0.01,0.9510366200919276,0.9919877066122115,0.1,0.86,rbf,1,False,0.09965550899505615
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.07,5.88,0.99,pi4,0.05,0.9375779438705636,0.9523079390427741,0.1,0.68,linear,1,False,0.09965550899505615
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.02,3.37,0.95,pi2,0.02,0.971765695454984,0.9897103350185611,0.1,0.86,linear,1,False,0.09965550899505615
pi3,SVR(),0.03,0.67,0.52,pi5,0.1,0.42530967559415067,0.8526709808352081,0.19,1.0,rbf,2,False,0.18603843450546265
pi5,SVR(C=10),0.02,0.49,0.85,pi3,1.15,-0.29513934603299674,0.5231112837082353,0.19,0.58,rbf,2,False,0.18603843450546265
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.01,1.41,0.51,pi5,0.07,0.5742775659455539,0.7303507460771834,0.19,1.0,linear,2,False,0.18603843450546265
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.04,0.99,0.73,pi3,0.66,0.06925533990319488,0.5056587169315485,0.19,0.58,linear,2,False,0.18603843450546265
pi2,SVR(),0.01,0.27,0.94,pi4,2.76,-1.8225545655025304,0.9863426837425469,0.35,0.27,rbf,3,False,0.3491193950176239
pi4,"SVR(C=10, epsilon=0.5)",0.0,0.27,0.99,pi2,1.43,-0.4462723744750956,0.9369994074183108,0.35,0.45,rbf,3,False,0.3491193950176239
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.28,0.94,pi4,0.01,0.9288737160377254,0.9838881281125438,0.35,0.27,linear,3,False,0.3491193950176239
pi4,SVR(kernel='linear'),0.02,0.95,0.98,pi2,0.08,0.9011450532929031,0.9365958621317545,0.35,0.45,linear,3,False,0.3491193950176239
